protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_126	signal_sum_127L	signal_sum_127H	signal_sum_128L	signal_sum_128H	signal_sum_129L	signal_sum_129H	signal_sum_130L	signal_sum_130H	signal_sum_131L	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L	delta_conf_126	delta_conf_127L	delta_conf_127H	delta_conf_128L	delta_conf_128H	delta_conf_129L	delta_conf_129H	delta_conf_130L	delta_conf_130H	delta_conf_131L
1	P23919	Thymidylate kinase OS=Homo sapiens GN=DTYMK PE=1 SV=4	DTYMK	27642.1	7.16037	0	80	591	22	13	5	17	10	126	153625477.147414	150388012.549173	129406082.817636	128382848.625209	106256635.491465	99528399.1902725	86532225.7972876	39450580.7349295	7412156.34693109	2375899.54237284	1	0.97892625195797	0.842347800771756	0.835687224600233	0.691660247144456	0.647863889755528	0.563267417644888	0.256797124197532	0.0482482234363942	0.0154655307601942	0	0.151583	0.11927	0.0962063	0.0672137	0.0943744	0.115749	0.388654	0.0689476	0.0485967
2	Q9C0H2	Protein tweety homolog 3 OS=Homo sapiens GN=TTYH3 PE=1 SV=3	TTYH3	60310.6	6.19228	0	64	169	6	4	3	3	3	126	14112912.8971771	15052925.4517701	13234434.613151	12632420.5736496	10039260.5831895	8243760.35680835	8493574.95077284	7017176.66758984	4292768.79084455	3233360.18549624	1	1.06660655822379	0.937753581388449	0.8950966158217	0.711352833843226	0.58412890498724	0.601830041229246	0.4972167488537	0.304173123020068	0.229106507568894	0	0	0	0	0	0	0	0	0	0
5	P40429	60S ribosomal protein L13a OS=Homo sapiens GN=RPL13A PE=1 SV=2	RPL13A	30036.0	8.09523	0	83	640	98	15	39	58	13	126	446807036.533238	385975957.620776	399877832.436986	429305636.51069	310141860.0124	271172607.412073	261248762.098339	182120757.802554	36618982.3785575	11118829.3823438	1	0.863853802785989	0.89496762526308	0.960830070720594	0.694129310090506	0.606912123667731	0.584701539450587	0.40760494556134	0.0819570404769877	0.0248850811943662	0	0.0831429	0.0433673	0.0540196	0.0536036	0.082525	0.0643426	0.0629032	0.0349242	0.0293903
6	Q9BZG1	Ras-related protein Rab-34 OS=Homo sapiens GN=RAB34 PE=1 SV=1	RAB34	33836.2	6.96688	0	67	556	20	12	4	16	11	126	128262055.792756	119292355.500284	122011807.188717	122842006.784461	94028881.0022702	75479662.2942007	41247169.9164552	17624949.926686	9197686.7290777	4344065.21956397	1	0.930067390257921	0.951269698856704	0.95774238160464	0.733099749735813	0.58848006004332	0.321585130236037	0.137413592958187	0.0717101146728788	0.0338686698315755	0	0.0819203	0.163872	0.181314	0.118526	0.145513	0.10467	0.264629	0.170164	0.0772024
7	I3L1H5|Q9BZG8	Diphthamide biosynthesis protein 1 (Fragment) OS=Homo sapiens GN=DPH1 PE=1 SV=1|Diphthamide biosynthesis protein 1 OS=Homo sapiens GN=DPH1 PE=1 SV=2	DPH1	51173.0|52552.8	6.30514	0.000256148	58	329	12	8	3	9	8	126	38486083.1438993	35534208.0743177	32855222.9536599	32045155.4513536	22859167.2774437	20298426.5444093	14147117.73857	6543201.34132879	2299664.88195786	765237.730618689	1	0.923300195071955	0.853691003857533	0.832642681031919	0.593959307107801	0.52742250928767	0.367590479022613	0.170014737973303	0.0597531547536137	0.0198834921121349	0	0.193818	0.11793	0.248876	0.060911	0.110646	0.186062	0.160995	0.0973708	0.0267797
9	E7ETU7|H0Y9G6|P09001	39S ribosomal protein L3, mitochondrial OS=Homo sapiens GN=MRPL3 PE=1 SV=1|39S ribosomal protein L3, mitochondrial (Fragment) OS=Homo sapiens GN=MRPL3 PE=1 SV=1|39S ribosomal protein L3, mitochondrial OS=Homo sapiens GN=MRPL3 PE=1 SV=1	MRPL3	49678.4|48460.3|45997.2	6.80481	0.0021692	38	280	12	8	4	8	8	126	118065783.795044	113255695.899153	115776097.27206	95039636.1827009	62305774.9887917	36873770.1071837	19157678.5339237	11793720.0466767	7518982.38340074	4150146.33593868	1	0.959259255804029	0.980606688496996	0.804971882011853	0.527720843296576	0.312315464497272	0.162262748089493	0.0998910917929445	0.0636846861276363	0.0351511352615346	0	0.0784532	0.409277	0.164387	0.237967	0.184958	0.146635	0.104336	0.0938798	0.0499373
10	P53701	Cytochrome c-type heme lyase OS=Homo sapiens GN=HCCS PE=1 SV=1	HCCS	35105.9	7.27398	0	91	448	17	8	2	15	8	126	124325012.091343	115757850.729822	110537791.088749	118205103.21144	85476555.2674199	89734611.0589088	85396767.6120313	54560039.8079096	20342892.1922472	5708025.77714626	1	0.931090605040706	0.889103401072146	0.950774918281074	0.68752501069229	0.721774400415739	0.686883243970965	0.438850066371388	0.163626705922225	0.0459121272632774	0	0.118182	0.0936982	0.141764	0.118515	0.162877	0.139591	0.745207	0.443852	0.132358
11	F5H658|Q14562	ATP-dependent RNA helicase DHX8 OS=Homo sapiens GN=DHX8 PE=1 SV=1|ATP-dependent RNA helicase DHX8 OS=Homo sapiens GN=DHX8 PE=1 SV=1	DHX8	154880.0|160707.0	6.39778	0	79	747	28	14	10	18	13	126	146265586.774108	133723346.173295	132018264.056498	126691623.401477	73221152.1165954	34387280.4151087	18424450.2206421	11462347.1552108	6077002.02345341	2568532.32438722	1	0.914250228796587	0.902592790062003	0.866175196747674	0.5006040978708	0.235101647445044	0.125965721855659	0.0783666712588606	0.0415477225879436	0.0175607426260427	0	0.0961156	0.107706	0.119966	0.057308	0.104128	0.144847	0.0995694	0.0666801	0.0366139
12	Q14566	DNA replication licensing factor MCM6 OS=Homo sapiens GN=MCM6 PE=1 SV=1	MCM6	103884.0	7.69729	0	96	1962	92	42	19	73	40	126	1008269890.92843	914838218.734333	892286309.737305	815955792.948774	521660098.392713	177224103.066587	73776239.7831292	51805899.7778101	29544134.3431164	13944846.6214166	1	0.90733466006005	0.884967723191329	0.809263273940896	0.517381410558991	0.175770500201485	0.0731711225802793	0.0513809846390497	0.0293018115575302	0.0138304701418545	0	0.0641841	0.0539149	0.0711592	0.0459534	0.0498157	0.0437569	0.034197	0.0267872	0.0157101
13	Q92597	Protein NDRG1 OS=Homo sapiens GN=NDRG1 PE=1 SV=1	NDRG1	46243.0	7.2998	0	62	270	16	6	6	10	6	126	63167827.6783628	82548235.8307955	60082793.7715242	65152359.052071	48554472.8309577	37107033.3008246	21446820.6685629	13003920.9660784	6169104.43860971	2947529.09867141	1	1.30680821020336	0.951161310745924	1.03141680577988	0.768658265061556	0.587435640335232	0.33952126354203	0.205863038892071	0.097662127468139	0.0466618721428827	0	0.825575	0.118521	0.171471	0.17493	0.192745	0.154628	0.183784	0.176305	0.156312
