protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_126	signal_sum_127L	signal_sum_127H	signal_sum_128L	signal_sum_128H	signal_sum_129L	signal_sum_129H	signal_sum_130L	signal_sum_130H	signal_sum_131L	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L	delta_conf_126	delta_conf_127L	delta_conf_127H	delta_conf_128L	delta_conf_128H	delta_conf_129L	delta_conf_129H	delta_conf_130L	delta_conf_130H	delta_conf_131L
1	P23919	Thymidylate kinase OS=Homo sapiens GN=DTYMK PE=1 SV=4	DTYMK	27642.1	7.59545	0	70	364	16	8	4	12	8	126	141635137.635154	135133999.825134	134838550.685102	143732414.109783	121164581.053884	99356613.5908226	52351626.9307321	18159191.4351775	5933488.56143401	3290805.01091997	1	0.954099399918915	0.952013412324558	1.01480760007472	0.855469787207739	0.701496925478766	0.369623158524317	0.128211062158564	0.0418927722350819	0.0232343828365312	0	0.208489	0.106834	0.164017	0.137179	0.127676	0.118324	0.117204	0.0541359	0.0212133
3	P40429	60S ribosomal protein L13a OS=Homo sapiens GN=RPL13A PE=1 SV=2	RPL13A	30036.0	7.6467	0	71	467	39	11	12	25	8	126	261737345.443582	242727648.791522	289207616.850689	373312047.765293	342979938.951561	264362239.600548	224913682.165015	99696692.8004907	9983006.91593299	3617929.51534151	1	0.927371095554426	1.10495357993546	1.42628499243247	1.31039740763891	1.01002873377705	0.859310626016475	0.380903583443657	0.0381413164369578	0.01382274856196	0	0.146165	0.143822	0.152235	0.236172	0.171139	0.163646	0.116511	0.0323141	0.0123018
4	Q9P2J5	Leucine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=LARS PE=1 SV=2	LARS	161014.0	7.49771	0	74	1385	66	32	17	49	30	126	889090008.455199	798992435.50668	745274040.79241	583791732.908065	245053381.776651	92573423.373814	53880494.6856263	39035092.7187785	18507335.1476322	8057133.60630958	1	0.89866315885715	0.838243635295519	0.656617133649278	0.275622692242862	0.104121542806066	0.0606018447774979	0.0439045454875848	0.0208160422135311	0.00906222489251557	0	0.0594764	0.0681735	0.0818986	0.0624773	0.0754922	0.0514953	0.0604646	0.0203085	0.00994394
5	A8MYQ9|P0DI83|Q9BZG1	Ras-related protein Rab-34, isoform NARR OS=Homo sapiens GN=RAB34 PE=1 SV=2|Ras-related protein Rab-34, isoform NARR OS=Homo sapiens GN=RAB34 PE=1 SV=1|Ras-related protein Rab-34 OS=Homo sapiens GN=RAB34 PE=1 SV=1	RAB34	33992.3|21105.6|33836.2	6.7537	0	67	445	18	10	3	15	9	126	88331619.6873858	91246169.8246664	84273465.2517674	85541457.9950541	55735509.5866887	43199653.0162167	22209027.0399703	10459286.3808427	6238257.34929341	4186472.81869797	1	1.03299554732038	0.954057737761623	0.968412651073235	0.630980273926167	0.489062163346539	0.251427825263141	0.118409312745075	0.0706231513853273	0.0473949513607279	0	0.140234	0.0835959	0.184387	0.281144	0.269199	0.104097	0.285436	0.114557	0.0490653
6	I3L1H5|Q9BZG8	Diphthamide biosynthesis protein 1 (Fragment) OS=Homo sapiens GN=DPH1 PE=1 SV=1|Diphthamide biosynthesis protein 1 OS=Homo sapiens GN=DPH1 PE=1 SV=2	DPH1	51173.0|52552.8	6.44102	0	52	150	4	4	0	4	4	126	29572249.815977	26212316.1759609	26620424.0682218	29336027.4144126	22722006.1045598	20048741.9171195	13387368.3094335	5440656.55919844	4289705.38424709	3527551.42304523	1	0.886382210994279	0.900182577716477	0.992012024684142	0.768355679596749	0.677957951859577	0.452700365807158	0.183978445774491	0.145058472417255	0.119285865803129	0	0.0607544	0.138575	0.166201	0.293889	0.228598	0.0616251	0.144737	0.146325	0.0918366
7	E7ETU7|H0Y9G6|P09001	39S ribosomal protein L3, mitochondrial OS=Homo sapiens GN=MRPL3 PE=1 SV=1|39S ribosomal protein L3, mitochondrial (Fragment) OS=Homo sapiens GN=MRPL3 PE=1 SV=1|39S ribosomal protein L3, mitochondrial OS=Homo sapiens GN=MRPL3 PE=1 SV=1	MRPL3	49678.4|48460.3|45997.2	7.06572	0	52	165	6	4	0	6	4	126	125406969.471031	114828818.186017	106719623.278378	97772008.3396072	63987221.6885618	31861416.5550741	15113112.8241389	10187129.0321348	6215836.07369347	2567768.96564245	1	0.915649414624779	0.850986382403813	0.779637756593686	0.510236567859516	0.254064161581021	0.120512543185489	0.0812325588849196	0.0495653160259912	0.0204754885352333	0	0.203422	0.105847	0.128816	0.139547	0.0490734	0.0367113	0.0417957	0.0572804	0.0221335
9	Q14566	DNA replication licensing factor MCM6 OS=Homo sapiens GN=MCM6 PE=1 SV=1	MCM6	103884.0	7.859	0	102	1807	79	36	17	59	35	126	884950760.351663	849384036.008196	863370067.4604	866705006.317363	532222253.172938	135848875.630145	87175589.6891136	60398444.8616196	26496545.0414076	15469075.8253927	1	0.959809374784498	0.975613679474452	0.979382181640197	0.601414538546125	0.153510095382212	0.0985089720183659	0.0682506276819497	0.0299412647895555	0.0174801542847939	0	0.0689768	0.069129	0.07305	0.0807183	0.140809	0.103528	0.0865095	0.0298371	0.014839
10	Q92597	Protein NDRG1 OS=Homo sapiens GN=NDRG1 PE=1 SV=1	NDRG1	46243.0	6.48296	0	86	269	13	6	3	9	6	126	37920542.5909876	40069914.7728922	39703446.2130047	38856890.2927414	32115579.3095574	24136417.6860882	13329098.3979415	8512736.21317699	3758290.50095874	800567.913623496	1	1.05668094481368	1.04701682782463	1.02469236033496	0.846917715707742	0.63649979765386	0.351500729873768	0.224488776571466	0.0991096182746065	0.0211117209544824	0	0.212856	0.107026	0.210426	0.28346	0.21764	0.142336	0.143638	0.138473	0.0221479
11	Q9Y5S2	Serine/threonine-protein kinase MRCK beta OS=Homo sapiens GN=CDC42BPB PE=1 SV=2	CDC42BPB	223688.0	6.53288	0	68	707	28	12	15	13	11	126	113944529.760281	109329000.568233	110293471.073804	105497211.153631	68585428.727364	46216017.7507236	26004049.4568597	7718583.66499149	3104394.80390746	2674293.04623369	1	0.959493191978956	0.967957578181611	0.925864641115974	0.601919450382179	0.405601022251389	0.228216742932439	0.0677398351744488	0.0272447901662201	0.0234701310528898	0	0.101371	0.171009	0.140229	0.270658	0.348984	0.353125	0.153764	0.0406886	0.0284047
12	P19075	Tetraspanin-8 OS=Homo sapiens GN=TSPAN8 PE=1 SV=1	TSPAN8	29689.9	6.38385	0	57	157	5	3	0	5	3	126	23039143.0221875	21708598.0352451	24659840.6794358	24316406.1443469	21544175.8308437	19462504.0699972	19104695.1022132	17284450.6339733	14193186.4596751	9447698.28582386	1	0.942248503528927	1.07034539677485	1.05543882951416	0.935111857680469	0.844758160112732	0.829227679337499	0.750221074513398	0.61604663185634	0.410071601913552	0	0.164261	0.421426	0.293148	0.454899	0.348644	0.234286	0.246887	0.236578	0.0870826
