protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_126	signal_sum_127L	signal_sum_127H	signal_sum_128L	signal_sum_128H	signal_sum_129L	signal_sum_129H	signal_sum_130L	signal_sum_130H	signal_sum_131L	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L	delta_conf_126	delta_conf_127L	delta_conf_127H	delta_conf_128L	delta_conf_128H	delta_conf_129L	delta_conf_129H	delta_conf_130L	delta_conf_130H	delta_conf_131L
1	P23919	Thymidylate kinase OS=Homo sapiens GN=DTYMK PE=1 SV=4	DTYMK	27642.1	7.75359	0.0	79	600	26	12	7	19	12	126	1.74313e+08	1.76276e+08	1.45706e+08	1.77636e+08	1.60645e+08	1.30548e+08	9.89469e+07	4.00206e+07	1.12603e+07	4.6399e+06	1.0	1.01178	0.835038	1.0202	0.921818	0.746745	0.564977	0.229958	0.0635911	0.0261388	0.0	0.104189	0.0909739	0.0935167	0.105649	0.605534	0.474534	0.1915	0.0505522	0.0412012
2	A0A087X0P4|A0A0A0MTI0|F8WA05|H0YKH1|H0YLB0|H0YLD4|H0YLF5|H0YLM3|H0YLT4|P40424|P40425	Pre-B-cell leukemia transcription factor 1 OS=Homo sapiens GN=PBX1 PE=1 SV=1|Pre-B-cell leukemia transcription factor 1 OS=Homo sapiens GN=PBX1 PE=1 SV=1|Pre-B-cell leukemia transcription factor 1 (Fragment) OS=Homo sapiens GN=PBX1 PE=1 SV=1|Pre-B-cell leukemia transcription factor 1 (Fragment) OS=Homo sapiens GN=PBX1 PE=1 SV=1|Pre-B-cell leukemia transcription factor 1 OS=Homo sapiens GN=PBX1 PE=1 SV=1|Pre-B-cell leukemia transcription factor 1 (Fragment) OS=Homo sapiens GN=PBX1 PE=1 SV=7|Pre-B-cell leukemia transcription factor 1 OS=Homo sapiens GN=PBX1 PE=1 SV=1|Pre-B-cell leukemia transcription factor 1 (Fragment) OS=Homo sapiens GN=PBX1 PE=1 SV=1|Pre-B-cell leukemia transcription factor 1 (Fragment) OS=Homo sapiens GN=PBX1 PE=1 SV=7|Pre-B-cell leukemia transcription factor 1 OS=Homo sapiens GN=PBX1 PE=1 SV=1|Pre-B-cell leukemia transcription factor 2 OS=Homo sapiens GN=PBX2 PE=1 SV=2	PBX1|PBX2	32736.2|40872.8|20089.2|19857.5|39009.8|15747.2|40976.9|11444.8|17504.3|51694.3|51179.2	6.15112	0.000710985	44	44	1	1	0	1	1	126	3.41804e+06	4.29633e+06	3.39899e+06	3.53107e+06	2.59018e+06	1.48662e+06	1.1446e+06	1.31998e+06	638020.0	732891.0	1.0	1.25696	0.994427	1.03307	0.757797	0.434932	0.334869	0.38618	0.186662	0.214418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	P40429	60S ribosomal protein L13a OS=Homo sapiens GN=RPL13A PE=1 SV=2	RPL13A	30036.0	8.11423	0.0	77	644	63	15	14	47	12	126	2.54247e+08	3.01003e+08	2.48853e+08	3.86112e+08	3.93399e+08	3.03636e+08	2.17993e+08	1.12514e+08	1.87434e+07	8.21454e+06	1.0	1.18485	0.979348	1.5233	1.55111	1.19616	0.860105	0.443366	0.0734033	0.0317979	0.0	0.1114	0.0835876	0.215708	0.25344	0.227925	0.161633	0.0846519	0.0496438	0.0377208
4	A0A087WT59|A0A087WV45|P02766	Transthyretin OS=Homo sapiens GN=TTR PE=1 SV=1|Transthyretin OS=Homo sapiens GN=TTR PE=1 SV=1|Transthyretin OS=Homo sapiens GN=TTR PE=1 SV=1	TTR	22194.3|17057.9|17824.4	6.9164	0.00250543	38	74	4	2	2	2	2	126	1.25943e+07	1.35056e+07	9.40148e+06	1.2434e+07	1.00582e+07	9.93211e+06	9.4406e+06	8.00158e+06	5.04527e+06	4.02698e+06	1.0	1.07237	0.746489	0.987272	0.798632	0.788622	0.749596	0.635336	0.400601	0.319747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	Q9BZG1	Ras-related protein Rab-34 OS=Homo sapiens GN=RAB34 PE=1 SV=1	RAB34	33836.2	6.83139	0.0	65	337	21	8	10	11	7	126	9.42044e+07	9.25932e+07	7.85942e+07	8.73768e+07	7.58349e+07	5.39228e+07	2.50898e+07	9.82774e+06	4.98864e+06	2.17093e+06	1.0	0.983785	0.833884	0.933513	0.811291	0.579369	0.271697	0.105346	0.0539859	0.0231245	0.0	0.114858	0.13246	0.245423	0.347231	0.389334	0.204993	0.143061	0.0999646	0.051037
6	I3L1H5|Q9BZG8	Diphthamide biosynthesis protein 1 (Fragment) OS=Homo sapiens GN=DPH1 PE=1 SV=1|Diphthamide biosynthesis protein 1 OS=Homo sapiens GN=DPH1 PE=1 SV=2	DPH1	51173.0|52552.8	6.5448	0.0	62	271	11	7	2	8	6	126	4.64142e+07	5.00022e+07	3.70549e+07	4.13846e+07	3.56962e+07	2.87325e+07	1.6193e+07	6.36267e+06	2.51885e+06	1.13249e+06	1.0	1.0813	0.799798	0.892751	0.772069	0.618643	0.349532	0.135562	0.0542466	0.0243693	0.0	0.240904	0.19858	0.260279	0.221037	0.156336	0.104635	0.217507	0.0884247	0.0507543
7	E7ETU7|H0Y9G6|P09001	39S ribosomal protein L3, mitochondrial OS=Homo sapiens GN=MRPL3 PE=1 SV=1|39S ribosomal protein L3, mitochondrial (Fragment) OS=Homo sapiens GN=MRPL3 PE=1 SV=1|39S ribosomal protein L3, mitochondrial OS=Homo sapiens GN=MRPL3 PE=1 SV=1	MRPL3	49678.4|48460.3|45997.2	7.42066	0.0	56	279	13	8	3	10	8	126	1.49317e+08	1.4987e+08	1.07534e+08	1.19171e+08	8.03822e+07	3.27207e+07	1.30858e+07	7.28274e+06	3.74918e+06	2.22195e+06	1.0	1.00375	0.720507	0.799076	0.538107	0.219412	0.088462	0.0491465	0.0249524	0.0146603	0.0	0.0503154	0.0931935	0.133401	0.0965847	0.101663	0.0843567	0.0619221	0.0422401	0.0217683
8	P53701	Cytochrome c-type heme lyase OS=Homo sapiens GN=HCCS PE=1 SV=1	HCCS	35105.9	7.3346	0.0	65	460	21	11	4	16	10	126	9.27449e+07	9.69305e+07	7.94012e+07	9.92099e+07	9.02168e+07	7.72368e+07	6.44668e+07	3.59279e+07	1.5687e+07	6.08353e+06	1.0	1.047	0.855302	1.07042	0.970003	0.832357	0.692279	0.386931	0.16771	0.0645566	0.0	0.108219	0.0735093	0.0797789	0.139345	1.40472	0.104875	0.422318	0.258657	0.113025
9	Q14562	ATP-dependent RNA helicase DHX8 OS=Homo sapiens GN=DHX8 PE=1 SV=1	DHX8	160707.0	6.78899	0.0	91	914	34	17	15	19	16	126	1.1521e+08	1.25611e+08	9.3241e+07	9.73984e+07	4.50625e+07	1.85489e+07	1.44096e+07	8.69433e+06	5.02478e+06	2.88521e+06	1.0	1.0895	0.808722	0.845919	0.392429	0.161627	0.128274	0.0749245	0.0438327	0.0233897	0.0	0.105141	0.341216	0.10574	0.228741	0.133457	0.274769	0.132515	0.11262	0.0729805
10	Q14566	DNA replication licensing factor MCM6 OS=Homo sapiens GN=MCM6 PE=1 SV=1	MCM6	103884.0	7.91669	0.0	97	2174	119	48	32	84	46	126	8.30527e+08	8.66308e+08	6.74611e+08	8.26457e+08	6.03771e+08	1.81997e+08	7.2579e+07	5.29538e+07	3.07783e+07	1.63887e+07	1.0	1.04184	0.81176	0.997034	0.725669	0.21901	0.0868416	0.0635326	0.0366946	0.0196438	0.0	0.352097	0.277666	0.340567	0.23874	0.0499978	0.0495929	0.0377528	0.0282783	0.0134887
