protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_126	signal_sum_127L	signal_sum_127H	signal_sum_128L	signal_sum_128H	signal_sum_129L	signal_sum_129H	signal_sum_130L	signal_sum_130H	signal_sum_131L	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L	delta_conf_126	delta_conf_127L	delta_conf_127H	delta_conf_128L	delta_conf_128H	delta_conf_129L	delta_conf_129H	delta_conf_130L	delta_conf_130H	delta_conf_131L
1	P23919	Thymidylate kinase OS=Homo sapiens GN=DTYMK PE=1 SV=4	DTYMK	27642.1	7.43162	0.0	73	549	20	11	1	19	11	126	3.63935e+08	3.65117e+08	4.06081e+08	3.6921e+08	2.65204e+08	2.5055e+08	2.07099e+08	2.10234e+08	1.23981e+08	3.12932e+07	1.0	1.0021	1.11787	1.01436	0.727324	0.685248	0.565697	0.572611	0.340429	0.0843255	0.0	0.113864	0.1169	0.125545	0.193285	0.194331	0.221868	0.216086	0.0914806	0.0707926
2	Q9C0H2	Protein tweety homolog 3 OS=Homo sapiens GN=TTYH3 PE=1 SV=3	TTYH3	60310.6	6.20894	0.000427991	49	94	3	2	1	2	2	126	1.70551e+07	1.55845e+07	1.8364e+07	1.88989e+07	1.32256e+07	1.08197e+07	7.86858e+06	6.65372e+06	5.49687e+06	3.74496e+06	1.0	0.91377	1.07674	1.10811	0.77546	0.634399	0.461362	0.39013	0.3223	0.21958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	Q9C0H5	Rho GTPase-activating protein 39 OS=Homo sapiens GN=ARHGAP39 PE=1 SV=2	ARHGAP39	133923.0	6.94284	0.0109784	25	25	1	1	1	0	0	126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	A0A087WVV7|A0A087X165|Q9C0H9	SRC kinase-signaling inhibitor 1 (Fragment) OS=Homo sapiens GN=SRCIN1 PE=1 SV=1|SRC kinase-signaling inhibitor 1 OS=Homo sapiens GN=SRCIN1 PE=1 SV=1|SRC kinase signaling inhibitor 1 OS=Homo sapiens GN=SRCIN1 PE=1 SV=3	SRCIN1	111988.0|145563.0|126191.0	5.6349	0.0109784	25	25	1	1	0	1	1	126	1.93773e+06	1.7654e+06	2.00903e+06	1.9543e+06	1.70428e+06	1.30534e+06	985535.0	1.1479e+06	1.58655e+06	785902.0	1.0	0.911066	1.03679	1.00855	0.87952	0.67364	0.508602	0.592393	0.818764	0.405578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	Q07960	Rho GTPase-activating protein 1 OS=Homo sapiens GN=ARHGAP1 PE=1 SV=1	ARHGAP1	57336.1	7.54683	0.0	68	505	20	11	3	17	11	126	3.59016e+08	3.31289e+08	4.18837e+08	3.8441e+08	1.84252e+08	9.08746e+07	3.31393e+07	2.63445e+07	2.01154e+07	1.26248e+07	1.0	0.9236	1.16698	1.06944	0.513353	0.253704	0.091402	0.0719628	0.0547701	0.0348956	0.0	0.103248	0.188864	0.140492	0.120675	0.108493	0.0779506	0.0703087	0.0619587	0.0486039
6	Q9NXR7	BRCA1-A complex subunit BRE OS=Homo sapiens GN=BRE PE=1 SV=2	BRE	48334.1	7.04496	0.0	60	295	8	6	2	6	5	126	1.07241e+08	1.09246e+08	1.21854e+08	1.12005e+08	7.97996e+07	6.95558e+07	5.51616e+07	5.26306e+07	4.53472e+07	1.0006e+07	1.0	1.01879	1.13505	1.04206	0.743736	0.647843	0.51437	0.490341	0.422853	0.0927835	0.0	0.131462	0.276671	0.103936	0.0773342	0.105946	0.106625	0.125647	0.125033	0.103303
7	P40425	Pre-B-cell leukemia transcription factor 2 OS=Homo sapiens GN=PBX2 PE=1 SV=2	PBX2	51179.2	5.91773	0.00838402	27	66	3	3	1	2	2	126	3.36565e+07	3.13628e+07	3.4802e+07	2.85728e+07	1.66722e+07	1.24022e+07	7.07048e+06	6.20072e+06	5.67518e+06	2.91422e+06	1.0	0.931848	1.03404	0.848953	0.495362	0.368493	0.210078	0.184235	0.168621	0.0865872	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	M0QYS1|P40429	60S ribosomal protein L13a (Fragment) OS=Homo sapiens GN=RPL13A PE=1 SV=2|60S ribosomal protein L13a OS=Homo sapiens GN=RPL13A PE=1 SV=2	RPL13A	30674.2|30036.0	7.82401	0.0	67	447	37	11	8	29	10	126	6.31378e+08	5.60306e+08	8.06938e+08	9.24842e+08	7.52784e+08	6.27195e+08	4.8691e+08	2.99811e+08	8.58452e+07	3.81815e+07	1.0	0.887972	1.27829	1.46783	1.19566	0.996494	0.773416	0.475634	0.134947	0.0602342	0.0	0.0552157	0.149542	0.270567	0.247525	0.21808	0.20955	0.121654	0.0771972	0.0525371
9	P20645	Cation-dependent mannose-6-phosphate receptor OS=Homo sapiens GN=M6PR PE=1 SV=1	M6PR	34694.9	7.79842	0.0	76	403	23	10	7	16	9	126	2.49909e+08	2.55946e+08	3.08227e+08	2.9563e+08	2.54614e+08	2.18143e+08	1.90948e+08	1.84554e+08	1.57638e+08	1.08466e+08	1.0	1.02281	1.2284	1.18107	1.01324	0.867331	0.75889	0.738244	0.630442	0.432726	0.0	0.110045	0.205231	0.17612	0.233513	0.253817	0.312196	0.241306	0.19324	0.17396
10	P05386	60S acidic ribosomal protein P1 OS=Homo sapiens GN=RPLP1 PE=1 SV=1	RPLP1	13224.9	5.59013	0.0	90	142	2	1	1	1	1	126	3.24272e+06	3.28577e+06	3.27338e+06	3.7162e+06	3.07903e+06	2.04751e+06	953125.0	854620.0	1.19444e+06	1.00298e+06	1.0	1.01328	1.00946	1.14601	0.949522	0.631419	0.293928	0.263551	0.368345	0.309304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
