protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_126	signal_sum_127L	signal_sum_127H	signal_sum_128L	signal_sum_128H	signal_sum_129L	signal_sum_129H	signal_sum_130L	signal_sum_130H	signal_sum_131L	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L	delta_conf_126	delta_conf_127L	delta_conf_127H	delta_conf_128L	delta_conf_128H	delta_conf_129L	delta_conf_129H	delta_conf_130L	delta_conf_130H	delta_conf_131L
1	P23919	Thymidylate kinase OS=Homo sapiens GN=DTYMK PE=1 SV=4	DTYMK	27642.1	7.75359	0	79	600	26	12	7	19	12	126	161665305.356971	146092775.525202	153247701.335883	152933237.052984	129452097.557359	113842832.144209	91379588.980665	39884908.7834028	10587821.1154462	3886500.03001837	1	0.903674262097337	0.947931907823379	0.945986751550025	0.800741366686667	0.704188396470309	0.565239330596573	0.24671285341857	0.0654922284782584	0.024040408802845	0	0.104189	0.0909739	0.0935167	0.105649	0.605534	0.474534	0.1915	0.0505522	0.0412012
3	P40429	60S ribosomal protein L13a OS=Homo sapiens GN=RPL13A PE=1 SV=2	RPL13A	30036.0	8.11423	0	77	644	63	15	14	47	12	126	309769835.935193	327719750.911252	343839409.892343	436697227.056323	416458153.9056	347844362.546731	264475712.097741	147308501.410934	23152678.7800434	9039190.56834522	1	1.05794597437762	1.10998351035147	1.40974742017065	1.34441157786818	1.12291231164129	0.853781360923316	0.47554178723119	0.0747415535478001	0.0291803446292825	0	0.1114	0.0835876	0.215708	0.25344	0.227925	0.161633	0.0846519	0.0496438	0.0377208
5	Q9BZG1	Ras-related protein Rab-34 OS=Homo sapiens GN=RAB34 PE=1 SV=1	RAB34	33836.2	6.83139	0	65	337	21	8	10	11	7	126	86538531.5695463	76009159.5807493	81876320.0525202	74510643.7529234	60528830.3261658	46575678.2729965	22950676.5067042	9701300.34726443	4646116.36456628	1801138.70565514	1	0.878327355481701	0.946125599401009	0.861011186595456	0.69944369552333	0.53820740227798	0.265207602792057	0.112103824404139	0.0536884123210762	0.0208131415334644	0	0.114858	0.13246	0.245423	0.347231	0.389334	0.204993	0.143061	0.0999646	0.051037
6	I3L1H5|Q9BZG8	Diphthamide biosynthesis protein 1 (Fragment) OS=Homo sapiens GN=DPH1 PE=1 SV=1|Diphthamide biosynthesis protein 1 OS=Homo sapiens GN=DPH1 PE=1 SV=2	DPH1	51173.0|52552.8	6.5448	0	62	271	11	7	2	8	6	126	52859466.9717639	50887313.8170697	47857172.8555375	43751658.2854588	35322279.7484744	30767608.7700373	18363657.5109613	7786625.13735789	2908330.78296505	1164848.08798534	1	0.962690634853589	0.90536616423131	0.827697682022215	0.668229964697574	0.582064302435598	0.347405272186545	0.147308052529498	0.0550200550550123	0.0220366975816757	0	0.240904	0.19858	0.260279	0.221037	0.156336	0.104635	0.217507	0.0884247	0.0507543
7	E7ETU7|H0Y9G6|P09001	39S ribosomal protein L3, mitochondrial OS=Homo sapiens GN=MRPL3 PE=1 SV=1|39S ribosomal protein L3, mitochondrial (Fragment) OS=Homo sapiens GN=MRPL3 PE=1 SV=1|39S ribosomal protein L3, mitochondrial OS=Homo sapiens GN=MRPL3 PE=1 SV=1	MRPL3	49678.4|48460.3|45997.2	7.42066	0	56	279	13	8	3	10	8	126	190913810.555231	171234512.251451	155920555.959907	141443345.618036	89298221.2285465	39336806.1367847	16660511.3619396	10006008.1910551	4859974.22835563	2565815.2225354	1	0.89692050959254	0.816706531111848	0.740875399253092	0.467741023914626	0.206044843075429	0.0872671878136329	0.052411128152305	0.025456378531346	0.0134396522445039	0	0.0503154	0.0931935	0.133401	0.0965847	0.101663	0.0843567	0.0619221	0.0422401	0.0217683
8	P53701	Cytochrome c-type heme lyase OS=Homo sapiens GN=HCCS PE=1 SV=1	HCCS	35105.9	7.3346	0	65	460	21	11	4	16	10	126	96587244.5552624	90206679.293855	93774830.7422302	95911039.4214123	81634171.1002256	75631450.6876597	66853755.8588598	40206801.964145	16563008.3294861	5722007.18252322	1	0.933939876939374	0.970882140535409	0.99299902241788	0.845185836661057	0.783037667508852	0.692159261470694	0.41627444854937	0.171482356762021	0.0592418513321329	0	0.108219	0.0735093	0.0797789	0.139345	1.40472	0.104875	0.422318	0.258657	0.113025
9	Q14562	ATP-dependent RNA helicase DHX8 OS=Homo sapiens GN=DHX8 PE=1 SV=1	DHX8	160707.0	6.78899	0	91	914	34	17	15	19	16	126	113300205.238804	110386686.298909	103986491.678993	88915236.692269	38504424.0346959	17151697.1194025	14110824.927838	9187864.85042347	5009878.06874941	2562600.7793437	1	0.974284963264152	0.917796145733543	0.784775601287409	0.339844256711979	0.151382754190531	0.124543683730285	0.081093099796758	0.0442177316289062	0.0226177946804464	0	0.105141	0.341216	0.10574	0.228741	0.133457	0.274769	0.132515	0.11262	0.0729805
10	Q14566	DNA replication licensing factor MCM6 OS=Homo sapiens GN=MCM6 PE=1 SV=1	MCM6	103884.0	7.91669	0	97	2174	119	48	32	84	46	126	870450531.995731	811355468.639599	801813273.186478	804071091.111093	549816055.961221	179350663.49385	75746274.5898567	59638323.761845	32704276.9693601	15513073.4922584	1	0.932109796956937	0.921147433097796	0.923741282882042	0.631645378744989	0.206043487712786	0.0870196200767307	0.068514317091758	0.0375716663580837	0.0178218898398404	0	0.352097	0.277666	0.340567	0.23874	0.0499978	0.0495929	0.0377528	0.0282783	0.0134887
11	Q92597	Protein NDRG1 OS=Homo sapiens GN=NDRG1 PE=1 SV=1	NDRG1	46243.0	6.98309	0	95	285	13	6	6	7	6	126	39466225.0726044	38169024.243712	38191903.0387459	46167036.6864305	40573135.4052933	30925199.6396814	15251173.4741364	7747291.41339689	3944990.80950147	1534645.37442582	1	0.967131367986019	0.967711073670862	1.16978597779491	1.02804702832998	0.783586461152279	0.386436084172719	0.19630180994368	0.0999586558441816	0.0388850307219046	0	0.124351	0.109318	0.400035	0.473411	0.314118	0.0741533	0.0628384	0.0983017	0.064325
12	Q9Y5S2	Serine/threonine-protein kinase MRCK beta OS=Homo sapiens GN=CDC42BPB PE=1 SV=2	CDC42BPB	223688.0	6.46394	0	58	656	20	10	13	7	7	126	62595240.822748	58795055.126561	63399268.0023952	61486584.2148344	41001157.489361	26581626.7959172	11229489.1756752	8403581.21270012	2776281.94801533	1315524.92184282	1	0.939289542683475	1.01284486119199	0.982288484023042	0.655020364974146	0.424658910909677	0.179398449915288	0.134252717974146	0.0443529238249434	0.0210163728831719	0	0.129995	0.209099	0.360246	0.384669	0.419016	0.528017	0.374122	0.121066	0.0856821
13	P19075	Tetraspanin-8 OS=Homo sapiens GN=TSPAN8 PE=1 SV=1	TSPAN8	29689.9	6.90761	0	65	119	4	2	0	4	2	126	13895427.6535443	13953303.7736817	15332285.3382866	13445635.0568055	12300087.3249733	11701054.470618	11843551.909099	9481835.40392924	9900337.01311502	7444249.08779699	1	1.00416511974877	1.1034050711189	0.967630172460074	0.885189548076696	0.842079478398311	0.852334466012499	0.682370894969233	0.712488831575454	0.535733715680079	0	0.0647254	0.169335	0.301008	0.311317	0.556657	0.631473	0.433951	0.500917	0.597389
14	Q8WUF5	RelA-associated inhibitor OS=Homo sapiens GN=PPP1R13L PE=1 SV=4	PPP1R13L	94648.6	6.92018	0	83	630	21	14	5	16	14	126	82236180.1899117	77265785.4945239	72905075.5144018	72521271.3055613	46460009.9841355	22989026.4293985	10639463.8478788	6886364.73858097	3244608.53338578	1448732.42974992	1	0.93955951402522	0.886532853861145	0.881865757116693	0.564958268694427	0.279548811439307	0.129376921730905	0.0837388692261481	0.0394547573329994	0.0176167281408778	0	0.135263	0.0872815	0.129181	0.115597	0.26484	0.127412	0.0841123	0.0478835	0.0342283
16	E9PIF4|Q99519	Sialidase-1 OS=Homo sapiens GN=NEU1 PE=1 SV=1|Sialidase-1 OS=Homo sapiens GN=NEU1 PE=1 SV=1	NEU1	31157.0|48472.6	6.4443	0.000555556	47	164	8	4	3	5	4	126	27501814.7676468	26187033.1936328	25538837.1784369	26984701.8498795	21920864.1334115	18305927.4711677	15362715.7739825	10470968.3941601	5648860.67623312	3150436.99940161	1	0.95219291580857	0.928623706988268	0.98119713472961	0.797069732256333	0.665626164157823	0.558607346597913	0.38073736161143	0.205399560863832	0.114553785850808	0	0.132169	0.0904001	0.132934	0.208275	0.182696	0.297976	0.13052	0.783118	0.4826
18	B7ZL14|H0Y7W6|Q96RU3	FNBP1 protein OS=Homo sapiens GN=FNBP1 PE=1 SV=1|Formin-binding protein 1 (Fragment) OS=Homo sapiens GN=FNBP1 PE=1 SV=2|Formin-binding protein 1 OS=Homo sapiens GN=FNBP1 PE=1 SV=2	FNBP1	76805.4|78595.5|85468.3	7.10883	0	77	466	13	10	2	11	10	126	92457386.5287167	82215373.3127991	84964462.7825015	73217378.852772	33545530.5533198	14501096.4951168	9289859.37404764	7774305.29427821	4975580.71766849	1717857.24956332	1	0.889224500059424	0.918958084069487	0.791904050089401	0.362821531224017	0.156840865176444	0.100477200609194	0.0840852806483294	0.0538148535717382	0.0185799892692161	0	0.159643	0.074212	0.143709	0.130768	0.131092	0.0912656	0.0534896	0.0509793	0.0418812
19	Q96RU2	Ubiquitin carboxyl-terminal hydrolase 28 OS=Homo sapiens GN=USP28 PE=1 SV=1	USP28	137304.0	6.27727	0	80	356	9	8	2	7	6	126	37651116.2022972	34466975.8470178	29063058.805965	15593127.9299735	6760301.06203825	4536882.65570465	2728780.76787685	1383457.43820844	818879.097347439	411213.261348838	1	0.915430386228891	0.771904308223186	0.414147826220942	0.179551145993005	0.12049795898024	0.072475428170981	0.0367441281362074	0.0217491320296495	0.0109216751806085	0	0.221919	0.153508	0.160843	0.135763	0.0994635	0.0700836	0.0466076	0.0892648	0.0233803
