protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_126	signal_sum_127L	signal_sum_127H	signal_sum_128L	signal_sum_128H	signal_sum_129L	signal_sum_129H	signal_sum_130L	signal_sum_130H	signal_sum_131L	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L	delta_conf_126	delta_conf_127L	delta_conf_127H	delta_conf_128L	delta_conf_128H	delta_conf_129L	delta_conf_129H	delta_conf_130L	delta_conf_130H	delta_conf_131L
1	P23919	Thymidylate kinase OS=Homo sapiens GN=DTYMK PE=1 SV=4	DTYMK	27642.1	7.78249	0.0	75	346	19	7	8	11	7	126	3.46959e+08	2.80428e+08	2.52831e+08	2.49617e+08	2.0938e+08	1.68469e+08	1.40232e+08	1.03252e+08	4.85074e+07	1.79986e+07	1.0	0.810381	0.732603	0.723582	0.606841	0.489256	0.404255	0.298256	0.139378	0.0520427	0.0	0.0945438	0.181705	0.151588	0.137202	0.142266	0.0708092	0.042854	0.0524202	0.0355048
2	M0R2A0|Q5UCC4	ER membrane protein complex subunit 10 OS=Homo sapiens GN=EMC10 PE=1 SV=1|ER membrane protein complex subunit 10 OS=Homo sapiens GN=EMC10 PE=1 SV=1	EMC10	40723.2|28703.7	6.7448	0.0	49	99	4	3	3	1	1	126	3.245e+07	2.94224e+07	2.70797e+07	2.95647e+07	2.27551e+07	1.94373e+07	1.16011e+07	4.8675e+06	2.00587e+06	2.63061e+06	1.0	0.906699	0.834504	0.911086	0.701236	0.598993	0.357508	0.15	0.0618143	0.0810665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	Q9C0H2	Protein tweety homolog 3 OS=Homo sapiens GN=TTYH3 PE=1 SV=3	TTYH3	60310.6	6.31236	0.0	124	248	6	4	2	4	3	126	4.34269e+07	4.08678e+07	3.62718e+07	3.69324e+07	3.05323e+07	2.38889e+07	1.76369e+07	9.87413e+06	5.5005e+06	5.82284e+06	1.0	0.941072	0.835239	0.85045	0.703074	0.550094	0.406129	0.227374	0.126661	0.134084	0.0	0.145094	0.109891	0.142958	0.140644	0.134143	0.0420757	0.0277472	0.0831412	0.0406054
4	A0A087WVV7|A0A087X165|Q9C0H9	SRC kinase-signaling inhibitor 1 (Fragment) OS=Homo sapiens GN=SRCIN1 PE=1 SV=1|SRC kinase-signaling inhibitor 1 OS=Homo sapiens GN=SRCIN1 PE=1 SV=1|SRC kinase signaling inhibitor 1 OS=Homo sapiens GN=SRCIN1 PE=1 SV=3	SRCIN1	111988.0|145563.0|126191.0	6.75056	0.00678983	27	49	3	1	1	2	1	126	1.40678e+07	1.39051e+07	1.10836e+07	1.29739e+07	1.0737e+07	8.01775e+06	7.82604e+06	6.89609e+06	4.52778e+06	6.80228e+06	1.0	0.988431	0.787871	0.922236	0.763233	0.569935	0.556308	0.490203	0.321854	0.483534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	Q07960	Rho GTPase-activating protein 1 OS=Homo sapiens GN=ARHGAP1 PE=1 SV=1	ARHGAP1	57336.1	7.79353	0.0	68	476	19	11	3	16	11	126	5.49284e+08	5.0198e+08	4.98562e+08	4.6714e+08	3.27979e+08	1.38488e+08	5.51442e+07	3.32151e+07	1.71222e+07	1.67117e+07	1.0	0.913959	0.908196	0.850607	0.597693	0.2525	0.100835	0.0608354	0.031183	0.0303801	0.0	0.0496913	0.067403	0.0595227	0.0616814	0.055117	0.0456537	0.0319225	0.0228209	0.0221207
6	Q9NXR7	BRCA1-A complex subunit BRE OS=Homo sapiens GN=BRE PE=1 SV=2	BRE	48334.1	7.23276	0.0	63	269	7	6	0	7	6	126	1.7356e+08	1.56139e+08	1.43955e+08	1.44336e+08	1.16355e+08	9.95056e+07	7.97252e+07	6.10908e+07	3.09007e+07	1.32334e+07	1.0	0.899191	0.831059	0.83276	0.672103	0.573326	0.460149	0.352841	0.178908	0.0766943	0.0	0.120431	0.148209	0.079816	0.095157	0.0597973	0.0675562	0.107244	0.0415032	0.0277992
7	P40429	60S ribosomal protein L13a OS=Homo sapiens GN=RPL13A PE=1 SV=2	RPL13A	30036.0	8.03607	0.0	75	517	42	12	9	30	10	126	9.62502e+08	8.90957e+08	8.3346e+08	9.53042e+08	9.29178e+08	7.36875e+08	5.04261e+08	2.43972e+08	5.49531e+07	4.67753e+07	1.0	0.925607	0.866163	0.990602	0.965171	0.76569	0.524107	0.253342	0.0567213	0.0481799	0.0	0.0377648	0.0556704	0.0607814	0.0852368	0.0810589	0.0654119	0.0335206	0.0248535	0.0310902
8	P08842	Steryl-sulfatase OS=Homo sapiens GN=STS PE=1 SV=2	STS	71805.3	6.96663	0.0	53	140	6	4	3	3	3	126	9.22111e+07	8.06037e+07	7.47978e+07	7.15877e+07	6.08946e+07	4.7089e+07	3.36418e+07	2.63627e+07	1.68531e+07	2.24455e+07	1.0	0.874122	0.811158	0.776345	0.660383	0.510665	0.364835	0.285895	0.182767	0.243414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9	P05386	60S acidic ribosomal protein P1 OS=Homo sapiens GN=RPLP1 PE=1 SV=1	RPLP1	13224.9	7.51507	0.0	75	159	4	2	1	3	2	126	9.33518e+07	1.06515e+08	9.82448e+07	1.12222e+08	9.05321e+07	7.83734e+07	6.30893e+07	3.9274e+07	2.58857e+07	2.09445e+07	1.0	1.141	1.05241	1.20214	0.969795	0.839549	0.675823	0.42071	0.277292	0.224361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10	P05387	60S acidic ribosomal protein P2 OS=Homo sapiens GN=RPLP2 PE=1 SV=1	RPLP2	13949.5	7.93435	0.0	106	340	19	3	2	17	3	126	3.32321e+08	3.72634e+08	3.50109e+08	3.96154e+08	3.98096e+08	3.32948e+08	2.48131e+08	1.63727e+08	1.12848e+08	2.50285e+08	1.0	1.12424	1.05666	1.19877	1.20713	1.00737	0.755541	0.501045	0.343831	0.761813	0.0	0.167063	0.172256	0.275758	0.402739	0.402935	0.377716	0.234771	0.179612	0.486976
