protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_126	signal_sum_127L	signal_sum_127H	signal_sum_128L	signal_sum_128H	signal_sum_129L	signal_sum_129H	signal_sum_130L	signal_sum_130H	signal_sum_131L	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L	delta_conf_126	delta_conf_127L	delta_conf_127H	delta_conf_128L	delta_conf_128H	delta_conf_129L	delta_conf_129H	delta_conf_130L	delta_conf_130H	delta_conf_131L
1	P30613	Pyruvate kinase PKLR OS=Homo sapiens GN=PKLR PE=1 SV=2	PKLR	66773.9	5.98595	0.0	68	122	133	1	132	1	1	126	3.58112e+06	2.8232e+06	2.24775e+06	2.79028e+06	2.2973e+06	2.28233e+06	2.72166e+06	1.17145e+06	841491.0	278066.0	1.0	0.788356	0.627665	0.779162	0.641502	0.637323	0.760002	0.327118	0.23498	0.0776477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	P23919	Thymidylate kinase OS=Homo sapiens GN=DTYMK PE=1 SV=4	DTYMK	27642.1	7.59941	0.0	76	645	25	14	6	19	14	126	1.59887e+08	1.77116e+08	1.64842e+08	1.98243e+08	1.65053e+08	1.25546e+08	6.94348e+07	1.97883e+07	1.52852e+07	7.82903e+06	1.0	1.10811	1.03308	1.24046	1.03459	0.788224	0.433722	0.124469	0.094364	0.0473625	0.0	0.083061	0.0967105	0.124854	0.109376	0.172436	0.0999834	0.126006	0.140748	0.0906696
3	Q9C0H2	Protein tweety homolog 3 OS=Homo sapiens GN=TTYH3 PE=1 SV=3	TTYH3	60310.6	6.50201	0.00091391	46	96	4	2	1	3	2	126	1.84413e+07	2.04531e+07	1.85178e+07	2.26295e+07	1.88505e+07	1.69321e+07	1.36759e+07	1.20418e+07	1.06443e+07	5.56976e+06	1.0	1.1091	1.00415	1.22711	1.02219	0.918162	0.741591	0.652983	0.577203	0.302027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	A0A087WVV7|A0A087X165|Q9C0H9	SRC kinase-signaling inhibitor 1 (Fragment) OS=Homo sapiens GN=SRCIN1 PE=1 SV=1|SRC kinase-signaling inhibitor 1 OS=Homo sapiens GN=SRCIN1 PE=1 SV=1|SRC kinase signaling inhibitor 1 OS=Homo sapiens GN=SRCIN1 PE=1 SV=3	SRCIN1	111988.0|145563.0|126191.0	5.93752	0.0154854	25	47	5	1	4	1	1	126	3.31864e+06	3.61565e+06	3.5472e+06	4.35731e+06	2.15673e+06	2.27304e+06	1.58365e+06	1.26216e+06	1.34657e+06	1.1743e+06	1.0	1.0895	1.06887	1.31298	0.649884	0.684932	0.4772	0.380324	0.405761	0.353849	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	E9PN48	ADP-ribosylation factor GTPase-activating protein 2 (Fragment) OS=Homo sapiens GN=ARFGAP2 PE=1 SV=1	ARFGAP2	31810.8	5.69108	0.0	63	227	7	1	7	0	0	126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6	P40429	60S ribosomal protein L13a OS=Homo sapiens GN=RPL13A PE=1 SV=2	RPL13A	30036.0	8.02595	0.0	82	582	77	13	18	59	13	126	3.00092e+08	3.51193e+08	3.43359e+08	8.85773e+08	4.50574e+08	3.44996e+08	3.02793e+08	1.67926e+08	2.54909e+07	7.51605e+06	1.0	1.17005	1.1441	2.94715	1.50138	1.14943	1.00795	0.559629	0.0849701	0.0249866	0.0	0.0681171	0.0553308	0.384271	0.122118	0.112728	0.135031	0.0791456	0.0470911	0.021785
7	Q9P2J9	[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 2, mitochondrial OS=Homo sapiens GN=PDP2 PE=2 SV=2	PDP2	63604.4	5.32992	0.000214869	56	56	1	1	0	1	1	126	640818.0	801005.0	567587.0	676735.0	376153.0	249229.0	290709.0	131755.0	135709.0	0.0	1.0	1.24997	0.885723	1.05605	0.586989	0.388924	0.453654	0.205605	0.211774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	Q9BZG1	Ras-related protein Rab-34 OS=Homo sapiens GN=RAB34 PE=1 SV=1	RAB34	33836.2	7.14982	0.0	89	681	25	13	2	23	13	126	1.22446e+08	1.39111e+08	1.19699e+08	1.52153e+08	1.31926e+08	9.07559e+07	3.73701e+07	1.44422e+07	8.73516e+06	4.39598e+06	1.0	1.13568	0.979035	1.24306	1.07782	0.741048	0.304828	0.119021	0.0715584	0.0353734	0.0	0.0869392	0.0895805	0.0873675	0.0757797	0.0698476	0.0655787	0.105095	0.0718999	0.045417
9	I3L1H5|Q9BZG8	Diphthamide biosynthesis protein 1 (Fragment) OS=Homo sapiens GN=DPH1 PE=1 SV=1|Diphthamide biosynthesis protein 1 OS=Homo sapiens GN=DPH1 PE=1 SV=2	DPH1	51173.0|52552.8	6.36758	0.000214869	56	297	10	7	3	7	6	126	1.84138e+07	2.05824e+07	1.71547e+07	2.24918e+07	1.80939e+07	1.42977e+07	6.79868e+06	2.9677e+06	1.3867e+06	288188.0	1.0	1.11898	0.929952	1.2165	0.980207	0.776464	0.369734	0.161167	0.0753076	0.015555	0.0	0.275606	0.383619	0.355437	0.31457	0.282036	0.0785476	0.0723078	0.0971009	0.0185339
10	E7ETU7|H0Y9G6|P09001	39S ribosomal protein L3, mitochondrial OS=Homo sapiens GN=MRPL3 PE=1 SV=1|39S ribosomal protein L3, mitochondrial (Fragment) OS=Homo sapiens GN=MRPL3 PE=1 SV=1|39S ribosomal protein L3, mitochondrial OS=Homo sapiens GN=MRPL3 PE=1 SV=1	MRPL3	49678.4|48460.3|45997.2	7.23779	0.000571864	49	308	17	8	4	13	8	126	1.58364e+08	1.82114e+08	1.57086e+08	1.59198e+08	1.05056e+08	5.08888e+07	1.56242e+07	9.68478e+06	7.87255e+06	3.9163e+06	1.0	1.14781	0.991088	1.0042	0.663357	0.321934	0.0989558	0.0618392	0.0493176	0.0238888	0.0	0.13315	0.0695097	0.0889905	0.0577192	0.0844618	0.0620189	0.0594644	0.0463312	0.0426945
