protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_126	signal_sum_127L	signal_sum_127H	signal_sum_128L	signal_sum_128H	signal_sum_129L	signal_sum_129H	signal_sum_130L	signal_sum_130H	signal_sum_131L	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L	delta_conf_126	delta_conf_127L	delta_conf_127H	delta_conf_128L	delta_conf_128H	delta_conf_129L	delta_conf_129H	delta_conf_130L	delta_conf_130H	delta_conf_131L
1	P23919	Thymidylate kinase OS=Homo sapiens GN=DTYMK PE=1 SV=4	DTYMK	27642.1	7.78249	0	75	346	19	7	8	11	7	126	152620502.145725	129137388.149719	124442492.181884	127794979.322582	100380666.888915	82239038.3415818	74745840.6409961	60779868.4497287	32463883.9685661	5723514.45293477	1	0.846133948808636	0.815372053114224	0.837338218167838	0.657714169968261	0.538846597838201	0.489749670523475	0.398241832487845	0.212709849018639	0.0375016093674613	0	0.0945438	0.181705	0.151588	0.137202	0.142266	0.0708092	0.042854	0.0524202	0.0355048
2	M0R2A0|Q5UCC4	ER membrane protein complex subunit 10 OS=Homo sapiens GN=EMC10 PE=1 SV=1|ER membrane protein complex subunit 10 OS=Homo sapiens GN=EMC10 PE=1 SV=1	EMC10	40723.2|28703.7	6.7448	0	49	99	4	3	3	1	1	126	24366426.2520278	23128695.2955369	22752265.2310631	25837799.5448396	18622416.9002104	16197066.990609	10555565.0958125	4891135.09805136	2291594.012678	1427982.68229847	1	0.949203426727878	0.933754708045035	1.06038527265316	0.764265416175285	0.664728870088655	0.433201200152775	0.200732559114791	0.0940471938303755	0.0586045186737071	0	0	0	0	0	0	0	0	0	0
3	Q9C0H2	Protein tweety homolog 3 OS=Homo sapiens GN=TTYH3 PE=1 SV=3	TTYH3	60310.6	6.31236	0	124	248	6	4	2	4	3	126	13961166.5410491	13754349.0540333	13047750.5208759	13818958.7897246	10697999.1869514	8522800.76519187	6870531.15844261	4248036.91618565	2690436.88175321	1353278.16212354	1	0.985186231651372	0.93457452015292	0.989814049498921	0.766268288219095	0.610464801786646	0.492117269587871	0.304275212511464	0.192708601666108	0.0969315965212924	0	0.145094	0.109891	0.142958	0.140644	0.134143	0.0420757	0.0277472	0.0831412	0.0406054
5	Q07960	Rho GTPase-activating protein 1 OS=Homo sapiens GN=ARHGAP1 PE=1 SV=1	ARHGAP1	57336.1	7.79353	0	68	476	19	11	3	16	11	126	166681245.791245	159467470.837656	169282716.600044	164983972.902399	108471585.181523	46636423.455493	20276584.9526097	13488135.360839	7905095.38086407	3666061.59674885	1	0.956721136086162	1.01560745959421	0.989817253400115	0.650772584921613	0.279794065817707	0.121648868511605	0.0809217335568262	0.0474264236707505	0.0219944456219166	0	0.0496913	0.067403	0.0595227	0.0616814	0.055117	0.0456537	0.0319225	0.0228209	0.0221207
6	Q9NXR7	BRCA1-A complex subunit BRE OS=Homo sapiens GN=BRE PE=1 SV=2	BRE	48334.1	7.23276	0	63	269	7	6	0	7	6	126	59671056.2633062	56198067.3882406	55378921.6610664	57755541.7031382	43599277.7601395	37965131.7598047	33213518.3490469	28107127.1814362	16163676.932777	3289083.21793529	1	0.941797764401209	0.928070074990793	0.967898765664284	0.730660398699029	0.636240317119218	0.556610196449146	0.471034517260929	0.270879685143375	0.0551202446194649	0	0.120431	0.148209	0.079816	0.095157	0.0597973	0.0675562	0.107244	0.0415032	0.0277992
7	P40429	60S ribosomal protein L13a OS=Homo sapiens GN=RPL13A PE=1 SV=2	RPL13A	30036.0	8.03607	0	75	517	42	12	9	30	10	126	256178503.681053	248252534.708771	248215822.825213	295228307.093677	269538075.406785	217649749.211704	162630353.748487	86897562.1484766	22253124.6444811	9000092.30170825	1	0.969060757017499	0.968917451146669	1.15243200679024	1.05214946427498	0.849601922426254	0.634832163556414	0.339207079828469	0.0868656984279474	0.0351321136332092	0	0.0377648	0.0556704	0.0607814	0.0852368	0.0810589	0.0654119	0.0335206	0.0248535	0.0310902
8	P08842	Steryl-sulfatase OS=Homo sapiens GN=STS PE=1 SV=2	STS	71805.3	6.96663	0	53	140	6	4	3	3	3	126	34552520.9154286	31618948.0287253	31360936.0578318	31220500.2225839	24868837.1393847	19581200.2140237	15274990.2685427	13219437.7952203	9608024.30849779	6080162.09814124	1	0.915098151770646	0.907630911637141	0.903566495162532	0.719740165999873	0.566708294944703	0.442080342153038	0.38258967638212	0.278070139426717	0.175968697422199	0	0	0	0	0	0	0	0	0	0
9	P05386	60S acidic ribosomal protein P1 OS=Homo sapiens GN=RPLP1 PE=1 SV=1	RPLP1	13224.9	7.51507	0	75	159	4	2	1	3	2	126	10432091.262332	12461070.5863028	12284625.2092326	14595924.1450838	11026341.4302049	9719427.25629876	8542983.58715757	5873275.58813717	4401151.86723882	1692029.8337005	1	1.19449401591194	1.17758030487997	1.39913693027078	1.05696366652951	0.931685413009515	0.818913808586434	0.563000786749659	0.421885867038991	0.162194692430467	0	0	0	0	0	0	0	0	0	0
10	P05387	60S acidic ribosomal protein P2 OS=Homo sapiens GN=RPLP2 PE=1 SV=1	RPLP2	13949.5	7.93435	0	106	340	19	3	2	17	3	126	60747354.0728348	71309593.6853534	71610468.0577961	84282719.0152785	79311754.0437582	67541281.3373775	54961147.0691428	40051284.3075615	31384933.0545139	33074534.5054268	1	1.17387159940917	1.17882447969564	1.38743028896741	1.30560014101462	1.11183906473354	0.904749645610005	0.659309115908832	0.516646914643953	0.54446049560893	0	0.167063	0.172256	0.275758	0.402739	0.402935	0.377716	0.234771	0.179612	0.486976
11	P05388	60S acidic ribosomal protein P0 OS=Homo sapiens GN=RPLP0 PE=1 SV=1	RPLP0	38777.0	8.65449	0	113	864	54	15	10	44	14	126	253314110.400927	242992665.516778	217133638.705309	271598921.004846	248029389.194604	204855362.153948	193619426.047499	138648502.616379	82479492.8761929	6254175.72062494	1	0.959254362625862	0.857171510744687	1.07218236116014	0.979137675362979	0.808700951675048	0.764345206593713	0.547338252878752	0.325601652216099	0.0246894091715866	0	0.128565	0.139083	0.153307	0.176946	0.145952	0.0922056	0.0601728	0.0531972	0.0132875
