protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_126	signal_sum_127L	signal_sum_127H	signal_sum_128L	signal_sum_128H	signal_sum_129L	signal_sum_129H	signal_sum_130L	signal_sum_130H	signal_sum_131L	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L	delta_conf_126	delta_conf_127L	delta_conf_127H	delta_conf_128L	delta_conf_128H	delta_conf_129L	delta_conf_129H	delta_conf_130L	delta_conf_130H	delta_conf_131L
1	P23919	Thymidylate kinase OS=Homo sapiens GN=DTYMK PE=1 SV=4	DTYMK	27642.1	7.57631	0.0	84	565	25	12	6	19	11	126	1.0719e+08	1.34877e+08	1.38433e+08	1.31544e+08	1.13661e+08	1.03301e+08	8.02416e+07	3.82914e+07	7.90668e+06	2.32559e+06	1.0	1.25422	1.28654	1.22195	1.05437	0.960642	0.748213	0.357466	0.0735215	0.0211349	0.0	0.433918	0.474256	0.408937	0.41898	0.44288	0.310487	0.168182	0.113245	0.0398064
2	H0YLF5|P40424	Pre-B-cell leukemia transcription factor 1 OS=Homo sapiens GN=PBX1 PE=1 SV=1|Pre-B-cell leukemia transcription factor 1 OS=Homo sapiens GN=PBX1 PE=1 SV=1	PBX1	40976.9|51694.3	5.9579	0.0	62	167	6	5	2	3	3	126	1.73725e+07	2.17267e+07	2.0335e+07	1.71821e+07	9.85492e+06	5.59575e+06	4.00369e+06	2.5349e+06	1.18452e+06	339142.0	1.0	1.25064	1.17052	0.989041	0.56727	0.322103	0.230461	0.145914	0.0681833	0.0195217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	P40429	60S ribosomal protein L13a OS=Homo sapiens GN=RPL13A PE=1 SV=2	RPL13A	30036.0	7.89624	0.0	73	529	69	13	20	48	12	126	3.85691e+08	3.44455e+08	3.66609e+08	5.12286e+08	3.68316e+08	2.77103e+08	2.01408e+08	1.59632e+08	1.95674e+07	7.60929e+06	1.0	0.896778	0.955937	1.33114	0.957612	0.72011	0.523589	0.416059	0.050298	0.0192625	0.0	0.197388	0.20364	0.311909	0.242949	0.163505	0.13576	0.115351	0.0360393	0.0239949
4	Q9BZG1	Ras-related protein Rab-34 OS=Homo sapiens GN=RAB34 PE=1 SV=1	RAB34	33836.2	6.85331	0.0	93	370	17	8	2	15	8	126	6.34975e+07	6.40942e+07	5.86593e+07	5.65531e+07	4.64182e+07	3.88894e+07	1.88502e+07	1.08136e+07	4.34021e+06	1.11214e+06	1.0	1.01243	0.926479	0.891977	0.729594	0.611724	0.299025	0.170468	0.0678709	0.0171083	0.0	0.349162	0.319044	0.263763	0.259681	0.284255	0.146703	0.30301	0.149366	0.0385243
5	I3L1H5|Q9BZG8	Diphthamide biosynthesis protein 1 (Fragment) OS=Homo sapiens GN=DPH1 PE=1 SV=1|Diphthamide biosynthesis protein 1 OS=Homo sapiens GN=DPH1 PE=1 SV=2	DPH1	51173.0|52552.8	6.50753	0.0	57	179	7	5	0	7	5	126	3.45031e+07	3.85085e+07	3.39393e+07	3.09646e+07	2.36655e+07	2.01834e+07	1.37703e+07	8.13182e+06	2.7491e+06	860487.0	1.0	1.10374	0.982982	0.893701	0.68478	0.580426	0.399356	0.23857	0.0796769	0.0242422	0.0	0.80016	0.598175	0.705866	0.280656	0.474504	0.332734	0.217642	0.103206	0.0607212
6	E7ETU7|H0Y9G6|P09001	39S ribosomal protein L3, mitochondrial OS=Homo sapiens GN=MRPL3 PE=1 SV=1|39S ribosomal protein L3, mitochondrial (Fragment) OS=Homo sapiens GN=MRPL3 PE=1 SV=1|39S ribosomal protein L3, mitochondrial OS=Homo sapiens GN=MRPL3 PE=1 SV=1	MRPL3	49678.4|48460.3|45997.2	7.19804	0.000210305	53	265	10	8	2	8	8	126	1.78394e+08	1.65452e+08	1.59864e+08	1.28928e+08	7.58679e+07	3.50522e+07	1.66494e+07	1.24474e+07	5.10516e+06	1.58667e+06	1.0	0.937026	0.9041	0.732182	0.428745	0.198645	0.0938806	0.0702816	0.0286164	0.00884291	0.0	0.412163	0.407332	0.313825	0.168864	0.077595	0.0542345	0.0579664	0.0360975	0.0136512
7	P53701	Cytochrome c-type heme lyase OS=Homo sapiens GN=HCCS PE=1 SV=1	HCCS	35105.9	7.53014	0.0	72	459	16	10	2	14	10	126	8.38567e+07	7.47653e+07	7.58673e+07	7.35428e+07	6.00918e+07	5.8191e+07	5.11154e+07	4.01884e+07	1.09314e+07	2.37556e+06	1.0	0.891717	0.905083	0.87614	0.716049	0.691367	0.608684	0.478173	0.130561	0.028216	0.0	0.835312	0.780267	0.277929	0.207501	0.658005	0.218795	0.171889	0.133177	0.0275183
8	A0A0C4DFX7|Q9H967	WD repeat-containing protein 76 OS=Homo sapiens GN=WDR76 PE=1 SV=1|WD repeat-containing protein 76 OS=Homo sapiens GN=WDR76 PE=1 SV=2	WDR76	71963.9|80320.4	5.83082	0.0157685	26	26	1	1	0	1	1	126	6.40152e+06	4.9322e+06	5.01188e+06	4.30307e+06	2.47942e+06	2.08652e+06	1.23026e+06	1.15088e+06	504285.0	221119.0	1.0	0.770474	0.782921	0.672195	0.387317	0.325942	0.192182	0.179782	0.0787758	0.0345416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9	Q14562	ATP-dependent RNA helicase DHX8 OS=Homo sapiens GN=DHX8 PE=1 SV=1	DHX8	160707.0	6.74525	0.0	90	746	30	15	15	15	14	126	8.03052e+07	9.665e+07	8.93161e+07	7.99226e+07	3.53448e+07	1.82141e+07	1.02648e+07	8.33256e+06	2.95434e+06	703062.0	1.0	1.20471	1.10873	0.99865	0.445648	0.225506	0.126344	0.104777	0.0375356	0.00819675	0.0	0.577974	0.614029	0.503886	0.345932	0.36247	0.311611	0.251672	0.0875196	0.030432
10	Q14566	DNA replication licensing factor MCM6 OS=Homo sapiens GN=MCM6 PE=1 SV=1	MCM6	103884.0	7.92508	0.0	149	2032	120	42	41	77	38	126	9.52085e+08	8.65375e+08	8.73167e+08	8.39676e+08	5.57409e+08	1.67449e+08	7.8348e+07	6.11001e+07	2.54795e+07	6.61043e+06	1.0	0.907664	0.916921	0.880706	0.58493	0.17537	0.0821578	0.063851	0.0268193	0.00693755	0.0	0.122172	0.122947	0.119624	0.0919412	0.0605835	0.0494187	0.0361603	0.0166993	0.006545
11	Q92597	Protein NDRG1 OS=Homo sapiens GN=NDRG1 PE=1 SV=1	NDRG1	46243.0	6.65371	0.0	90	239	10	4	0	10	4	126	4.4741e+07	5.30311e+07	4.87674e+07	4.99736e+07	4.23758e+07	3.39362e+07	1.53589e+07	1.05908e+07	3.25601e+06	1.13761e+06	1.0	1.17567	1.07834	1.11168	0.94564	0.752865	0.341537	0.236546	0.0729018	0.024447	0.0	0.650491	0.493252	0.426061	0.351278	0.322349	0.125035	0.0776232	0.106623	0.0618654
12	Q9Y5S9	RNA-binding protein 8A OS=Homo sapiens GN=RBM8A PE=1 SV=1	RBM8A	22683.7	7.81129	0.0	88	358	18	6	4	14	5	126	1.27081e+08	1.03058e+08	9.49305e+07	9.78411e+07	6.37638e+07	4.11391e+07	3.11869e+07	2.38464e+07	6.7441e+06	1.79128e+06	1.0	0.81242	0.749708	0.773581	0.504857	0.325146	0.246121	0.187612	0.0524308	0.014061	0.0	0.153655	0.120757	0.155506	0.140884	0.113277	0.101744	0.0753094	0.0441531	0.0238847
13	Q9Y5S2	Serine/threonine-protein kinase MRCK beta OS=Homo sapiens GN=CDC42BPB PE=1 SV=2	CDC42BPB	223688.0	6.38757	0.0	83	702	20	11	7	13	10	126	7.80654e+07	7.20178e+07	6.78484e+07	6.13086e+07	3.93157e+07	2.10669e+07	1.30119e+07	7.33596e+06	2.61985e+06	1.11768e+06	1.0	0.922246	0.869742	0.784794	0.501596	0.264255	0.164795	0.0951354	0.0330999	0.0136191	0.0	0.156254	0.0922853	0.122738	0.155234	0.26168	0.164399	0.117874	0.0557403	0.0389861
14	P19075	Tetraspanin-8 OS=Homo sapiens GN=TSPAN8 PE=1 SV=1	TSPAN8	29689.9	6.36484	0.0	65	118	4	2	1	3	2	126	2.04816e+07	1.70299e+07	1.57426e+07	1.47615e+07	1.29989e+07	1.57866e+07	1.51476e+07	1.58392e+07	8.84552e+06	5.12019e+06	1.0	0.831471	0.768622	0.720719	0.634664	0.770768	0.73957	0.773337	0.431876	0.24999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
15	B4DMI0|Q8WUF8	Protein FAM172A OS=Homo sapiens GN=FAM172A PE=1 SV=1|Protein FAM172A OS=Homo sapiens GN=FAM172A PE=2 SV=1	FAM172A	37079.9|55732.7	5.81083	0.00252483	37	37	1	1	0	1	1	126	4.87259e+06	5.47044e+06	4.85593e+06	4.19924e+06	3.63476e+06	3.10938e+06	2.59487e+06	1.28619e+06	201417.0	0.0	1.0	1.1227	0.99658	0.861808	0.74596	0.638136	0.532543	0.263965	0.0413367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16	Q8WUF5	RelA-associated inhibitor OS=Homo sapiens GN=PPP1R13L PE=1 SV=4	PPP1R13L	94648.6	6.79105	0.0	85	490	16	10	4	12	10	126	8.00368e+07	7.08471e+07	6.5927e+07	5.95317e+07	3.73212e+07	2.14708e+07	8.69663e+06	7.78931e+06	3.00462e+06	893086.0	1.0	0.881569	0.821412	0.744456	0.467941	0.26893	0.108619	0.0975763	0.037724	0.0106998	0.0	0.204435	0.167386	0.119562	0.114349	0.0576083	0.0515252	0.0429759	0.0777106	0.0249648
17	Q99519	Sialidase-1 OS=Homo sapiens GN=NEU1 PE=1 SV=1	NEU1	48472.6	6.37857	0.000393082	49	206	5	5	0	5	5	126	2.97712e+07	2.87712e+07	2.82352e+07	2.59019e+07	1.96139e+07	1.87043e+07	1.60792e+07	1.57656e+07	6.557e+06	2.49816e+06	1.0	0.966409	0.950616	0.870031	0.658821	0.628268	0.540092	0.529557	0.218975	0.0839618	0.0	0.284599	0.181752	0.201392	0.076578	0.135069	0.153736	0.153297	0.0701929	0.1371
18	H9KVB4|O15417	Trinucleotide repeat-containing gene 18 protein OS=Homo sapiens GN=TNRC18 PE=1 SV=1|Trinucleotide repeat-containing gene 18 protein OS=Homo sapiens GN=TNRC18 PE=1 SV=3	TNRC18	359463.0|359521.0	5.4409	0.000386324	48	103	13	2	12	1	1	126	1.63665e+06	1.16345e+06	782942.0	474239.0	59241.8	54375.9	0.0	0.0	0.0	0.0	1.0	0.710874	0.478381	0.289762	0.036197	0.0332239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
19	B7ZL14|H0Y7W6|Q96RU3	FNBP1 protein OS=Homo sapiens GN=FNBP1 PE=1 SV=1|Formin-binding protein 1 (Fragment) OS=Homo sapiens GN=FNBP1 PE=1 SV=2|Formin-binding protein 1 OS=Homo sapiens GN=FNBP1 PE=1 SV=2	FNBP1	76805.4|78595.5|85468.3	7.01523	0.0	85	297	10	6	5	5	4	126	1.05418e+08	8.99179e+07	8.19995e+07	7.13819e+07	3.36142e+07	1.61004e+07	8.66759e+06	8.3079e+06	2.3224e+06	895707.0	1.0	0.853689	0.777852	0.675059	0.318615	0.15273	0.0822142	0.0782683	0.0217581	0.00849673	0.0	0.141552	0.0606943	0.154516	0.115241	0.115595	0.0508481	0.0578108	0.0352046	0.00885465
20	B4E3L3|Q96RU2	Ubiquitin carboxyl-terminal hydrolase 28 OS=Homo sapiens GN=USP28 PE=1 SV=1|Ubiquitin carboxyl-terminal hydrolase 28 OS=Homo sapiens GN=USP28 PE=1 SV=1	USP28	118750.0|137304.0	6.27368	0.0	86	270	9	6	1	8	6	126	4.7718e+07	4.42142e+07	3.72924e+07	2.405e+07	1.06341e+07	7.45634e+06	4.65907e+06	3.86434e+06	1.4569e+06	466002.0	1.0	0.923038	0.781518	0.505239	0.224602	0.15629	0.0970598	0.0807249	0.029415	0.00915166	0.0	0.609231	0.501409	0.306602	0.157461	0.0944246	0.0677042	0.053129	0.143986	0.067475
21	H3BM14|H3BM74|Q9Y5A7	NEDD8 ultimate buster 1 OS=Homo sapiens GN=NUB1 PE=1 SV=1|NEDD8 ultimate buster 1 OS=Homo sapiens GN=NUB1 PE=1 SV=1|NEDD8 ultimate buster 1 OS=Homo sapiens GN=NUB1 PE=1 SV=2	NUB1	84190.3|85838.2|82693.5	6.7293	0.000386324	48	295	12	9	3	9	9	126	1.02976e+08	9.4065e+07	8.31337e+07	7.78265e+07	3.90261e+07	2.07298e+07	1.4826e+07	1.20714e+07	5.05887e+06	1.75453e+06	1.0	0.913615	0.807291	0.742141	0.376184	0.201525	0.142877	0.117229	0.0488811	0.0168581	0.0	0.144768	0.112284	0.40351	0.293107	0.14703	0.110198	0.0964726	0.039864	0.0244569
22	Q13643	Four and a half LIM domains protein 3 OS=Homo sapiens GN=FHL3 PE=1 SV=4	FHL3	35228.8	7.26932	0.00156576	40	274	10	8	0	10	8	126	7.4394e+07	7.80028e+07	7.46847e+07	7.07316e+07	5.80237e+07	5.90886e+07	5.62532e+07	6.28539e+07	3.20438e+07	1.60458e+07	1.0	1.04148	0.996949	0.945047	0.773723	0.792077	0.752936	0.837331	0.428957	0.214331	0.0	0.330609	0.263519	0.259243	0.226894	0.213291	0.222081	0.281591	0.0846955	0.0517271
23	Q13641	Trophoblast glycoprotein OS=Homo sapiens GN=TPBG PE=1 SV=1	TPBG	48406.3	6.48362	0.00124755	42	142	9	4	2	7	4	126	8.15452e+07	8.21867e+07	8.00212e+07	7.6222e+07	5.5404e+07	3.43563e+07	2.07892e+07	2.33588e+07	9.95747e+06	4.43048e+06	1.0	1.00888	0.976331	0.937555	0.677649	0.423827	0.257962	0.288319	0.126115	0.0536669	0.0	0.549864	0.72253	0.547692	0.470035	0.462249	0.575611	0.729902	0.325092	0.139592
