protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_126	signal_sum_127L	signal_sum_127H	signal_sum_128L	signal_sum_128H	signal_sum_129L	signal_sum_129H	signal_sum_130L	signal_sum_130H	signal_sum_131L	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L	delta_conf_126	delta_conf_127L	delta_conf_127H	delta_conf_128L	delta_conf_128H	delta_conf_129L	delta_conf_129H	delta_conf_130L	delta_conf_130H	delta_conf_131L
1	P30613	Pyruvate kinase PKLR OS=Homo sapiens GN=PKLR PE=1 SV=2	PKLR	66773.9	5.95653	0.0	66	126	110	1	109	1	1	126	4.80154e+06	3.9195e+06	3.51633e+06	2.88588e+06	2.30837e+06	2.96919e+06	4.34965e+06	1.66714e+06	1.47855e+06	408953.0	1.0	0.816301	0.732334	0.601031	0.480755	0.618382	0.905886	0.347209	0.307932	0.0851712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	P23919	Thymidylate kinase OS=Homo sapiens GN=DTYMK PE=1 SV=4	DTYMK	27642.1	7.48001	0.0	74	581	21	13	4	17	12	126	1.87188e+08	1.1483e+08	1.21104e+08	1.05055e+08	5.4518e+07	5.67658e+07	9.53159e+07	5.31318e+07	9.91774e+06	5.02856e+06	1.0	0.610598	0.647356	0.55968	0.291493	0.304289	0.509205	0.283503	0.0523406	0.0267199	0.0	0.132497	0.0828551	0.0981695	0.0526043	0.0551321	0.0863678	0.0972947	0.0645435	0.0398364
3	Q9C0H2	Protein tweety homolog 3 OS=Homo sapiens GN=TTYH3 PE=1 SV=3	TTYH3	60310.6	6.49232	0.0	65	201	6	4	1	5	3	126	2.39442e+07	1.82663e+07	1.88069e+07	1.49084e+07	8.30889e+06	9.67972e+06	1.60874e+07	1.86575e+07	1.28135e+07	6.37666e+06	1.0	0.76287	0.785447	0.623613	0.34701	0.404261	0.671868	0.779208	0.535141	0.269284	0.0	0.115008	0.0719033	0.0738232	0.0935172	0.111987	0.249653	0.33649	0.221394	0.494956
4	A0A087X0P4|A0A0A0MTI0|H0YKH1|H0YLB0|H0YLD4|H0YLF5|H0YLT4|P40424	Pre-B-cell leukemia transcription factor 1 OS=Homo sapiens GN=PBX1 PE=1 SV=1|Pre-B-cell leukemia transcription factor 1 OS=Homo sapiens GN=PBX1 PE=1 SV=1|Pre-B-cell leukemia transcription factor 1 (Fragment) OS=Homo sapiens GN=PBX1 PE=1 SV=1|Pre-B-cell leukemia transcription factor 1 OS=Homo sapiens GN=PBX1 PE=1 SV=1|Pre-B-cell leukemia transcription factor 1 (Fragment) OS=Homo sapiens GN=PBX1 PE=1 SV=7|Pre-B-cell leukemia transcription factor 1 OS=Homo sapiens GN=PBX1 PE=1 SV=1|Pre-B-cell leukemia transcription factor 1 (Fragment) OS=Homo sapiens GN=PBX1 PE=1 SV=7|Pre-B-cell leukemia transcription factor 1 OS=Homo sapiens GN=PBX1 PE=1 SV=1	PBX1	32736.2|40872.8|19857.5|39009.8|15747.2|40976.9|17504.3|51694.3	NA	0.000755287	49	75	3	1	3	0	0	126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	P40429	60S ribosomal protein L13a OS=Homo sapiens GN=RPL13A PE=1 SV=2	RPL13A	30036.0	8.2114	0.0	74	616	62	13	14	46	11	126	7.17024e+08	3.19125e+08	3.21023e+08	4.08233e+08	2.04564e+08	1.86048e+08	2.49883e+08	2.40754e+08	4.40679e+07	9.67622e+06	1.0	0.445	0.447995	0.568688	0.285428	0.259394	0.348504	0.33568	0.061161	0.0134843	0.0	0.0380082	0.0478167	0.0392464	0.0198362	0.0222577	0.020092	0.0300709	0.0285721	0.0103825
6	###REV###C9JQZ6|###REV###F5H7J8|###REV###J3KQX6|###REV###Q8NEG2	Reverse sequence, was Uncharacterized protein C7orf57 OS=Homo sapiens GN=C7orf57 PE=4 SV=1|Reverse sequence, was Uncharacterized protein C7orf57 OS=Homo sapiens GN=C7orf57 PE=4 SV=2|Reverse sequence, was Uncharacterized protein C7orf57 OS=Homo sapiens GN=C7orf57 PE=4 SV=1|Reverse sequence, was Uncharacterized protein C7orf57 OS=Homo sapiens GN=C7orf57 PE=2 SV=3	###C7ORF57###	41323.6|20219.5|43467.9|38154.1	7.74127	0.0194189	23	23	2	1	1	1	1	126	7.36205e+06	6.5411e+06	5.16476e+06	4.02582e+06	5.01405e+06	7.08946e+06	1.03647e+07	1.25322e+06	1.34039e+07	2.47127e+06	1.0	0.888489	0.701539	0.546835	0.681067	0.962973	1.40786	0.170227	1.82068	0.335677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7	Q9BZG1	Ras-related protein Rab-34 OS=Homo sapiens GN=RAB34 PE=1 SV=1	RAB34	33836.2	7.09056	0.0	94	552	19	10	1	18	9	126	1.79151e+08	1.24186e+08	1.31272e+08	1.0845e+08	5.9383e+07	5.81319e+07	5.2259e+07	2.13246e+07	1.10769e+07	4.27451e+06	1.0	0.693231	0.733327	0.605279	0.331307	0.32449	0.29126	0.118399	0.061778	0.0239223	0.0	0.0560574	0.0529279	0.0434697	0.0386288	0.0361694	0.0480869	0.0669457	0.0743786	0.0335358
8	I3L1H5|Q9BZG8	Diphthamide biosynthesis protein 1 (Fragment) OS=Homo sapiens GN=DPH1 PE=1 SV=1|Diphthamide biosynthesis protein 1 OS=Homo sapiens GN=DPH1 PE=1 SV=2	DPH1	51173.0|52552.8	6.30166	0.000233809	61	351	13	8	4	9	8	126	4.45378e+07	2.93557e+07	3.08301e+07	2.51874e+07	1.30192e+07	1.30198e+07	1.55987e+07	8.0578e+06	2.20336e+06	461272.0	1.0	0.660212	0.692435	0.564493	0.292498	0.292067	0.350136	0.179743	0.0473617	0.00988565	0.0	0.0853226	0.0996309	0.0927064	0.0392281	0.0555703	0.0798973	0.0874287	0.127683	0.0215877
9	E7ETU7|H0Y9G6|P09001	39S ribosomal protein L3, mitochondrial OS=Homo sapiens GN=MRPL3 PE=1 SV=1|39S ribosomal protein L3, mitochondrial (Fragment) OS=Homo sapiens GN=MRPL3 PE=1 SV=1|39S ribosomal protein L3, mitochondrial OS=Homo sapiens GN=MRPL3 PE=1 SV=1	MRPL3	49678.4|48460.3|45997.2	7.37414	0.0	65	341	16	9	6	10	8	126	2.36441e+08	1.53965e+08	1.54859e+08	1.14644e+08	4.5559e+07	2.71982e+07	2.3617e+07	1.59367e+07	8.36811e+06	3.07006e+06	1.0	0.647429	0.65719	0.486495	0.194097	0.116011	0.101447	0.068403	0.0357042	0.01301	0.0	0.126598	0.0748564	0.121085	0.0569762	0.0344396	0.0738721	0.0762261	0.0518721	0.0187118
10	P53701	Cytochrome c-type heme lyase OS=Homo sapiens GN=HCCS PE=1 SV=1	HCCS	35105.9	7.40456	0.0	88	527	17	10	3	14	10	126	2.07267e+08	1.18157e+08	1.2653e+08	1.07627e+08	5.30644e+07	6.05026e+07	1.33308e+08	1.03922e+08	3.32612e+07	7.69149e+06	1.0	0.571025	0.61119	0.520533	0.256333	0.292272	0.643348	0.501728	0.160527	0.0375468	0.0	0.0501529	0.0546808	0.04742	0.0313507	0.0342918	0.0381449	0.0621271	0.0291894	0.0855123
