protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_126	signal_sum_127L	signal_sum_127H	signal_sum_128L	signal_sum_128H	signal_sum_129L	signal_sum_129H	signal_sum_130L	signal_sum_130H	signal_sum_131L	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L	delta_conf_126	delta_conf_127L	delta_conf_127H	delta_conf_128L	delta_conf_128H	delta_conf_129L	delta_conf_129H	delta_conf_130L	delta_conf_130H	delta_conf_131L
1	P23919	Thymidylate kinase OS=Homo sapiens GN=DTYMK PE=1 SV=4	DTYMK	27642.1	7.20749	0.0	73	356	14	9	0	14	9	126	4.4733e+07	5.18599e+07	4.78288e+07	4.45094e+07	3.67491e+07	2.68922e+07	1.48744e+07	4.43739e+06	1.2901e+06	1.6921e+06	1.0	1.1592	1.06815	0.993257	0.816851	0.601292	0.332596	0.0989805	0.026818	0.0348827	0.0	0.0803336	0.138779	0.159679	0.186937	0.0941243	0.0957979	0.139213	0.0737084	0.0982314
2	###CONTAMINANT###P00978|P02760	Protein AMBP OS=Bos taurus GN=AMBP PE=1 SV=2|Protein AMBP OS=Homo sapiens GN=AMBP PE=1 SV=1	AMBP	45392.4|44011.3	5.48453	0.0133356	26	26	1	1	0	1	1	126	1.64682e+06	1.52323e+06	1.37818e+06	1.26509e+06	1.07844e+06	679806.0	781355.0	705393.0	460136.0	368239.0	1.0	0.924947	0.836871	0.768197	0.654862	0.412798	0.474462	0.428335	0.279408	0.223606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	A8MYQ9|Q9BZG1	Ras-related protein Rab-34, isoform NARR OS=Homo sapiens GN=RAB34 PE=1 SV=2|Ras-related protein Rab-34 OS=Homo sapiens GN=RAB34 PE=1 SV=1	RAB34	33992.3|33836.2	6.39721	0.0	63	242	7	5	1	6	4	126	1.3975e+07	1.48284e+07	1.51377e+07	1.31415e+07	1.16278e+07	8.48215e+06	3.22562e+06	1.30987e+06	413089.0	458453.0	1.0	1.06107	1.0832	0.940355	0.83204	0.610927	0.227822	0.0900503	0.0284626	0.0314183	0.0	0.214268	0.307161	0.424077	0.377751	0.371668	0.141651	0.265013	0.0912439	0.120818
4	I3L1H5|Q9BZG8	Diphthamide biosynthesis protein 1 (Fragment) OS=Homo sapiens GN=DPH1 PE=1 SV=1|Diphthamide biosynthesis protein 1 OS=Homo sapiens GN=DPH1 PE=1 SV=2	DPH1	51173.0|52552.8	6.34946	0.000445931	45	206	8	6	2	6	6	126	2.05751e+07	2.23201e+07	1.82894e+07	1.83267e+07	1.47259e+07	1.10013e+07	6.67038e+06	1.83315e+06	657654.0	580390.0	1.0	1.08481	0.88891	0.890837	0.715716	0.534693	0.323551	0.0903625	0.0318802	0.0280595	0.0	0.0895468	0.285414	0.241241	0.142974	0.0609897	0.0920724	0.130772	0.212372	0.127779
5	E7ETU7|H0Y9G6|P09001	39S ribosomal protein L3, mitochondrial OS=Homo sapiens GN=MRPL3 PE=1 SV=1|39S ribosomal protein L3, mitochondrial (Fragment) OS=Homo sapiens GN=MRPL3 PE=1 SV=1|39S ribosomal protein L3, mitochondrial OS=Homo sapiens GN=MRPL3 PE=1 SV=1	MRPL3	49678.4|48460.3|45997.2	6.95371	0.000480885	48	218	9	6	3	6	6	126	4.42264e+07	5.20095e+07	4.12128e+07	3.21483e+07	1.92152e+07	8.81954e+06	3.15942e+06	1.68423e+06	1.18958e+06	1.1074e+06	1.0	1.17598	0.932038	0.728694	0.434472	0.199494	0.0722122	0.038082	0.0248344	0.0239491	0.0	0.108273	0.171386	0.139742	0.0854928	0.0440206	0.0381343	0.0449402	0.0611946	0.0698526
6	P53701	Cytochrome c-type heme lyase OS=Homo sapiens GN=HCCS PE=1 SV=1	HCCS	35105.9	6.99053	0.0	58	233	9	5	3	6	4	126	3.0286e+07	3.32004e+07	3.08572e+07	2.87864e+07	2.46446e+07	2.17555e+07	1.68912e+07	9.02235e+06	3.27146e+06	1.97225e+06	1.0	1.09535	1.01805	0.950011	0.813814	0.718309	0.555294	0.298471	0.106392	0.0652182	0.0	0.0981109	0.152092	0.0978914	0.145612	0.180396	0.162393	0.0492241	0.0578046	0.0860536
7	A0A0C4DFX7|Q9H967	WD repeat-containing protein 76 OS=Homo sapiens GN=WDR76 PE=1 SV=1|WD repeat-containing protein 76 OS=Homo sapiens GN=WDR76 PE=1 SV=2	WDR76	71963.9|80320.4	5.71233	0.0114459	27	27	1	1	0	1	1	126	2.85754e+06	3.52557e+06	2.48617e+06	2.3852e+06	1.46116e+06	1.15564e+06	654510.0	238296.0	92942.7	258592.0	1.0	1.23378	0.870038	0.834705	0.511336	0.404418	0.229047	0.0833921	0.0325254	0.0904947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	Q14566	DNA replication licensing factor MCM6 OS=Homo sapiens GN=MCM6 PE=1 SV=1	MCM6	103884.0	7.58459	0.0	97	1634	87	37	24	62	35	126	3.45576e+08	3.75639e+08	3.4405e+08	3.08417e+08	2.01976e+08	5.61182e+07	2.49599e+07	1.50249e+07	9.7351e+06	7.01868e+06	1.0	1.09049	0.999339	0.890504	0.583973	0.161687	0.0719345	0.0433249	0.0282342	0.0200474	0.0	0.577718	0.55085	0.472471	0.0634449	0.115982	0.0631176	0.0366098	0.0268703	0.0207312
9	Q92597	Protein NDRG1 OS=Homo sapiens GN=NDRG1 PE=1 SV=1	NDRG1	46243.0	6.3912	0.000319898	57	180	8	4	1	7	4	126	1.23689e+07	1.47248e+07	1.31658e+07	1.17295e+07	9.90246e+06	7.06444e+06	2.47085e+06	1.16283e+06	636219.0	399753.0	1.0	1.19205	1.06457	0.947257	0.800693	0.573673	0.194184	0.0887332	0.0503935	0.0315295	0.0	0.237777	0.305999	0.27084	0.194993	0.168329	0.205881	0.198111	0.117915	0.0692948
10	P19075	Tetraspanin-8 OS=Homo sapiens GN=TSPAN8 PE=1 SV=1	TSPAN8	29689.9	7.10741	0.00252085	37	37	3	1	1	2	1	126	9.83824e+06	8.85167e+06	9.16717e+06	8.31802e+06	7.56045e+06	7.30114e+06	6.95046e+06	5.96725e+06	5.08554e+06	5.68007e+06	1.0	0.89972	0.931789	0.845478	0.768476	0.742118	0.706474	0.606536	0.516916	0.577346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11	Q8WUF5	RelA-associated inhibitor OS=Homo sapiens GN=PPP1R13L PE=1 SV=4	PPP1R13L	94648.6	6.45142	0.0	59	455	18	12	7	10	10	126	1.6384e+07	1.98176e+07	1.58843e+07	1.36736e+07	9.84165e+06	4.13003e+06	1.47292e+06	171838.0	219986.0	90721.3	1.0	1.20461	0.970825	0.83324	0.600698	0.248557	0.0898999	0.010214	0.0127268	0.00528495	0.0	0.347521	0.138948	0.233277	0.113084	0.274024	0.169629	0.0200708	0.0283764	0.0140981
