protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_126	signal_sum_127L	signal_sum_127H	signal_sum_128L	signal_sum_128H	signal_sum_129L	signal_sum_129H	signal_sum_130L	signal_sum_130H	signal_sum_131L	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L	delta_conf_126	delta_conf_127L	delta_conf_127H	delta_conf_128L	delta_conf_128H	delta_conf_129L	delta_conf_129H	delta_conf_130L	delta_conf_130H	delta_conf_131L
1	P23919	Thymidylate kinase OS=Homo sapiens GN=DTYMK PE=1 SV=4	DTYMK	27642.1	7.77589	0.0	84	540	23	12	5	18	11	126	2.49399e+08	3.08681e+08	3.49209e+08	3.37784e+08	3.08301e+08	2.4292e+06	2.1505e+08	128084.0	665713.0	0.0	1.0	1.23793	1.40142	1.35655	1.23644	0.00906336	0.863769	0.00048924	0.00257257	0.0	0.0	0.102164	0.108876	0.109877	0.110938	0.0217272	0.0615799	0.00195675	0.00641724	0.0
2	P40429	60S ribosomal protein L13a OS=Homo sapiens GN=RPL13A PE=1 SV=2	RPL13A	30036.0	8.63486	0.0	71	710	79	16	23	52	15	126	5.45957e+08	6.84717e+08	7.72198e+08	7.44655e+08	6.79622e+08	8.55212e+06	5.76892e+08	822724.0	5.17967e+06	73398.9	1.0	1.25308	1.41268	1.36404	1.24496	0.0147144	1.05634	0.00138284	0.00895701	0.000131231	0.0	0.0871938	0.112053	0.0676796	0.0615654	0.0249637	0.0428547	0.00411924	0.0181001	0.000443404
3	A8MYQ9|P0DI83|Q9BZG1	Ras-related protein Rab-34, isoform NARR OS=Homo sapiens GN=RAB34 PE=1 SV=2|Ras-related protein Rab-34, isoform NARR OS=Homo sapiens GN=RAB34 PE=1 SV=1|Ras-related protein Rab-34 OS=Homo sapiens GN=RAB34 PE=1 SV=1	RAB34	33992.3|21105.6|33836.2	7.34716	0.0	94	835	27	17	4	18	13	126	1.88593e+08	2.37485e+08	2.71404e+08	2.76256e+08	2.57248e+08	3.41764e+06	1.76292e+08	0.0	1.22957e+06	0.0	1.0	1.26021	1.43984	1.46449	1.36472	0.0180861	0.935387	0.0	0.00639547	0.0	0.0	0.126574	0.122952	0.150338	0.162744	0.0179513	0.13333	0.0	0.00979976	0.0
4	I3L1H5|Q9BZG8	Diphthamide biosynthesis protein 1 (Fragment) OS=Homo sapiens GN=DPH1 PE=1 SV=1|Diphthamide biosynthesis protein 1 OS=Homo sapiens GN=DPH1 PE=1 SV=2	DPH1	51173.0|52552.8	6.76381	0.0	76	206	4	4	0	4	4	126	3.04188e+07	3.77316e+07	4.51725e+07	4.00254e+07	3.5892e+07	272777.0	3.05888e+07	0.0	184902.0	0.0	1.0	1.2404	1.48502	1.31581	1.17993	0.00896738	1.00559	0.0	0.00607853	0.0	0.0	0.443719	0.410322	0.17524	0.297052	0.0210907	0.294239	0.0	0.0133601	0.0
5	E7ETU7|H0Y9G6|P09001	39S ribosomal protein L3, mitochondrial OS=Homo sapiens GN=MRPL3 PE=1 SV=1|39S ribosomal protein L3, mitochondrial (Fragment) OS=Homo sapiens GN=MRPL3 PE=1 SV=1|39S ribosomal protein L3, mitochondrial OS=Homo sapiens GN=MRPL3 PE=1 SV=1	MRPL3	49678.4|48460.3|45997.2	8.09104	0.0	73	357	12	8	3	9	8	126	1.48659e+08	1.92956e+08	2.01902e+08	2.03638e+08	1.83512e+08	1.77311e+06	1.42078e+08	0.0	913623.0	0.0	1.0	1.29464	1.3605	1.37351	1.23933	0.0115246	0.956206	0.0	0.00607733	0.0	0.0	0.197797	0.137856	0.19146	0.153468	0.03229	0.0898442	0.0	0.017537	0.0
6	P53701	Cytochrome c-type heme lyase OS=Homo sapiens GN=HCCS PE=1 SV=1	HCCS	35105.9	7.43371	0.0	79	510	20	10	3	17	10	126	1.86762e+08	2.31326e+08	2.65559e+08	2.62966e+08	2.12685e+08	2.41816e+06	1.62083e+08	24970.3	1.76269e+06	0.0	1.0	1.23929	1.42205	1.409	1.14078	0.0126984	0.869253	0.000126004	0.00936152	0.0	0.0	0.0865493	0.117598	0.10347	0.16111	0.0210706	0.113806	0.000565474	0.0234425	0.0
7	A0A0C4DFX7|Q9H967	WD repeat-containing protein 76 OS=Homo sapiens GN=WDR76 PE=1 SV=1|WD repeat-containing protein 76 OS=Homo sapiens GN=WDR76 PE=1 SV=2	WDR76	71963.9|80320.4	6.70948	0.0	72	399	10	9	2	8	8	126	1.29256e+08	1.64146e+08	1.73678e+08	1.69226e+08	8.45696e+07	1.2131e+06	8.29343e+07	0.0	746030.0	0.0	1.0	1.26804	1.34413	1.30871	0.648675	0.00925322	0.63991	0.0	0.00569662	0.0	0.0	0.135472	0.139113	0.106455	0.328583	0.021372	0.16399	0.0	0.0076846	0.0
8	Q14562	ATP-dependent RNA helicase DHX8 OS=Homo sapiens GN=DHX8 PE=1 SV=1	DHX8	160707.0	7.04749	0.0	122	1106	36	19	13	23	18	126	1.44244e+08	1.78225e+08	2.1807e+08	2.25566e+08	1.76523e+08	1.79504e+06	1.30009e+08	224479.0	512179.0	0.0	1.0	1.23552	1.51074	1.56307	1.22485	0.0119855	0.902298	0.00151917	0.00340153	0.0	0.0	0.0748396	0.126687	0.0955606	0.102862	0.0223732	0.0898467	0.00341919	0.00745519	0.0
9	Q14566	DNA replication licensing factor MCM6 OS=Homo sapiens GN=MCM6 PE=1 SV=1	MCM6	103884.0	8.04157	0.0	144	2115	109	42	22	81	40	126	9.03424e+08	1.129e+09	1.26219e+09	1.23967e+09	1.09626e+09	1.30562e+07	8.01182e+08	653657.0	5.27005e+06	0.0	1.0	1.24953	1.39694	1.37111	1.21301	0.0143459	0.886577	0.000669227	0.00574802	0.0	0.0	0.0624509	0.052237	0.0819774	0.070549	0.0133642	0.0438349	0.00173427	0.00643205	0.0
10	Q9Y5S9	RNA-binding protein 8A OS=Homo sapiens GN=RBM8A PE=1 SV=1	RBM8A	22683.7	7.91619	0.0	95	354	15	6	1	13	5	126	1.17426e+08	1.4137e+08	1.63407e+08	1.59958e+08	1.54464e+08	1.0131e+06	1.08251e+08	103552.0	71678.8	0.0	1.0	1.20344	1.39237	1.36338	1.31724	0.00848118	0.921647	0.000848297	0.000593367	0.0	0.0	0.0947074	0.128667	0.16209	0.0999936	0.0150933	0.0666516	0.00294908	0.00215436	0.0
