protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_126	signal_sum_127L	signal_sum_127H	signal_sum_128L	signal_sum_128H	signal_sum_129L	signal_sum_129H	signal_sum_130L	signal_sum_130H	signal_sum_131L	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L	delta_conf_126	delta_conf_127L	delta_conf_127H	delta_conf_128L	delta_conf_128H	delta_conf_129L	delta_conf_129H	delta_conf_130L	delta_conf_130H	delta_conf_131L
1	P23919	Thymidylate kinase OS=Homo sapiens GN=DTYMK PE=1 SV=4	DTYMK	27642.1	7.52842	0.0	79	595	26	13	10	16	11	126	2.09441e+08	2.35381e+08	2.79922e+08	2.25844e+08	2.01007e+08	2.41778e+08	1.59143e+08	1.23714e+06	923825.0	87161.0	1.0	1.1232	1.34065	1.07841	0.962554	1.1567	0.75952	0.00570046	0.00413974	0.000391301	0.0	0.0962116	0.174583	0.0879341	0.113923	0.150345	0.225286	0.0130408	0.0102392	0.00128512
2	H0YLF5|P40424	Pre-B-cell leukemia transcription factor 1 OS=Homo sapiens GN=PBX1 PE=1 SV=1|Pre-B-cell leukemia transcription factor 1 OS=Homo sapiens GN=PBX1 PE=1 SV=1	PBX1	40976.9|51694.3	6.21866	0.0	71	147	5	4	3	2	2	126	1.06486e+07	1.28425e+07	1.59479e+07	1.51452e+07	1.15844e+07	1.51544e+07	1.06832e+07	78400.7	351415.0	166792.0	1.0	1.20602	1.49765	1.42227	1.08788	1.42313	1.00325	0.00736252	0.033001	0.0156633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	P40429	60S ribosomal protein L13a OS=Homo sapiens GN=RPL13A PE=1 SV=2	RPL13A	30036.0	7.82306	0.0	70	589	54	15	10	37	13	126	2.80749e+08	2.89362e+08	3.84996e+08	2.9917e+08	6.94493e+08	5.28848e+08	2.93006e+08	2.32022e+06	1.36521e+06	158438.0	1.0	1.03111	1.37159	1.06519	2.47409	1.88358	1.04526	0.00816526	0.00474036	0.000540196	0.0	0.0716678	0.0696732	0.10886	0.195167	0.169884	0.126666	0.0106781	0.0069919	0.00191091
4	A0A0C4DGB6|H0YA55|P02768	Serum albumin OS=Homo sapiens GN=ALB PE=1 SV=1|Serum albumin (Fragment) OS=Homo sapiens GN=ALB PE=1 SV=1|Serum albumin OS=Homo sapiens GN=ALB PE=1 SV=2	ALB	84697.7|64305.4|85067.0	6.83885	0.000234797	59	273	19	6	6	5	5	126	3.38019e+07	3.93255e+07	5.36029e+07	4.22359e+07	5.28591e+07	1.11236e+08	4.77887e+07	1.31011e+06	1.18176e+06	1.37647e+06	1.0	1.16307	1.58579	1.24951	1.56379	3.29081	1.41378	0.0359467	0.0346981	0.0396588	0.0	0.140812	0.285049	0.13566	0.186468	0.615364	0.239503	0.0866864	0.0671069	0.10277
5	C9JV77|P02765	Alpha-2-HS-glycoprotein OS=Homo sapiens GN=AHSG PE=1 SV=1|Alpha-2-HS-glycoprotein OS=Homo sapiens GN=AHSG PE=1 SV=1	AHSG	43851.6|43764.6	6.67135	0.004329	34	34	1	1	0	1	1	126	9.61651e+06	1.16181e+07	1.03404e+07	9.97975e+06	1.18982e+07	1.65349e+07	9.44816e+06	109726.0	300972.0	813480.0	1.0	1.20814	1.07528	1.03777	1.23727	1.71943	0.982493	0.0114102	0.0312974	0.084592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6	A0A087WT59|A0A087WV45|P02766	Transthyretin OS=Homo sapiens GN=TTR PE=1 SV=1|Transthyretin OS=Homo sapiens GN=TTR PE=1 SV=1|Transthyretin OS=Homo sapiens GN=TTR PE=1 SV=1	TTR	22194.3|17057.9|17824.4	6.5366	0.00247893	37	37	1	1	0	1	1	126	6.59382e+06	6.63217e+06	8.10911e+06	7.9053e+06	1.0462e+07	1.0228e+07	6.74409e+06	101878.0	158773.0	0.0	1.0	1.00582	1.2298	1.19889	1.58664	1.55115	1.02279	0.0154506	0.024079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7	Q9P2J8	Zinc finger protein 624 OS=Homo sapiens GN=ZNF624 PE=1 SV=3	ZNF624	123169.0	NA	0.0130181	26	99	4	0	4	0	0	126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	A8MYQ9|Q9BZG1	Ras-related protein Rab-34, isoform NARR OS=Homo sapiens GN=RAB34 PE=1 SV=2|Ras-related protein Rab-34 OS=Homo sapiens GN=RAB34 PE=1 SV=1	RAB34	33992.3|33836.2	7.41894	0.0	68	440	17	9	2	12	6	126	8.38514e+07	1.00564e+08	1.11422e+08	1.07132e+08	9.95132e+07	1.12698e+08	6.03518e+07	1.28293e+06	255280.0	0.0	1.0	1.2019	1.33279	1.27923	1.18693	1.34492	0.723663	0.01545	0.00288779	0.0	0.0	0.129531	0.165281	0.0968782	0.15082	0.130382	0.195376	0.0235168	0.00951008	0.0
9	I3L1H5|Q9BZG8	Diphthamide biosynthesis protein 1 (Fragment) OS=Homo sapiens GN=DPH1 PE=1 SV=1|Diphthamide biosynthesis protein 1 OS=Homo sapiens GN=DPH1 PE=1 SV=2	DPH1	51173.0|52552.8	6.55368	0.0	67	310	15	7	7	8	6	126	3.12349e+07	3.52562e+07	4.01493e+07	3.87808e+07	3.49461e+07	4.56445e+07	3.22366e+07	774987.0	0.0	102157.0	1.0	1.12908	1.28864	1.23912	1.11897	1.46201	1.0324	0.0241289	0.0	0.00311072	0.0	0.110068	0.251997	0.267552	0.307498	0.32931	0.124952	0.0867525	0.0	0.0181921
10	E7ETU7|H0Y9G6|P09001	39S ribosomal protein L3, mitochondrial OS=Homo sapiens GN=MRPL3 PE=1 SV=1|39S ribosomal protein L3, mitochondrial (Fragment) OS=Homo sapiens GN=MRPL3 PE=1 SV=1|39S ribosomal protein L3, mitochondrial OS=Homo sapiens GN=MRPL3 PE=1 SV=1	MRPL3	49678.4|48460.3|45997.2	7.19755	0.00076555	48	190	10	5	0	10	5	126	7.31035e+07	8.85851e+07	1.01313e+08	8.99863e+07	7.88674e+07	1.0568e+08	6.66596e+07	442332.0	251519.0	0.0	1.0	1.21223	1.38197	1.22977	1.07756	1.4469	0.911251	0.00582849	0.00326266	0.0	0.0	0.156938	0.161245	0.185166	0.0878689	0.121256	0.108789	0.0136	0.00842083	0.0
