protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_126	signal_sum_127L	signal_sum_127H	signal_sum_128L	signal_sum_128H	signal_sum_129L	signal_sum_129H	signal_sum_130L	signal_sum_130H	signal_sum_131L	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L	delta_conf_126	delta_conf_127L	delta_conf_127H	delta_conf_128L	delta_conf_128H	delta_conf_129L	delta_conf_129H	delta_conf_130L	delta_conf_130H	delta_conf_131L
1	P23919	Thymidylate kinase OS=Homo sapiens GN=DTYMK PE=1 SV=4	DTYMK	27642.1	7.60734	0.0	74	358	14	8	3	11	7	126	1.68258e+08	1.97871e+08	2.02641e+08	1.56645e+08	9.66697e+07	1.61407e+08	8.67987e+07	1.40608e+06	2.51394e+06	0.0	1.0	1.17661	1.20454	0.931351	0.575856	0.961385	0.513526	0.00816914	0.0148506	0.0	0.0	0.0982845	0.0790567	0.0771787	0.0478262	0.172538	0.185541	0.0106297	0.0297375	0.0
2	Q07960	Rho GTPase-activating protein 1 OS=Homo sapiens GN=ARHGAP1 PE=1 SV=1	ARHGAP1	57336.1	7.43351	0.0	67	436	20	10	3	17	10	126	4.2846e+08	4.93323e+08	5.13611e+08	4.06749e+08	2.15235e+08	3.28394e+08	1.73305e+08	4.0799e+06	5.53996e+06	0.0	1.0	1.15223	1.20004	0.950589	0.504485	0.772021	0.40553	0.00942127	0.0127298	0.0	0.0	0.0758958	0.101605	0.0654246	0.117884	0.200063	0.131449	0.00827643	0.0179679	0.0
3	Q9NXR7	BRCA1-A complex subunit BRE OS=Homo sapiens GN=BRE PE=1 SV=2	BRE	48334.1	6.61591	0.00110767	40	64	2	2	0	2	2	126	3.99987e+07	4.62321e+07	4.85795e+07	3.87669e+07	2.35158e+07	3.92393e+07	2.29545e+07	1.79511e+06	1.07533e+06	0.0	1.0	1.15584	1.21453	0.969203	0.587913	0.981014	0.57388	0.0448792	0.0268841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	A0A087X0P4|A0A0A0MTI0|F8WA05|H0YKH1|H0YLB0|H0YLD4|H0YLF5|H0YLM3|H0YLT4|P40424|P40425	Pre-B-cell leukemia transcription factor 1 OS=Homo sapiens GN=PBX1 PE=1 SV=1|Pre-B-cell leukemia transcription factor 1 OS=Homo sapiens GN=PBX1 PE=1 SV=1|Pre-B-cell leukemia transcription factor 1 (Fragment) OS=Homo sapiens GN=PBX1 PE=1 SV=1|Pre-B-cell leukemia transcription factor 1 (Fragment) OS=Homo sapiens GN=PBX1 PE=1 SV=1|Pre-B-cell leukemia transcription factor 1 OS=Homo sapiens GN=PBX1 PE=1 SV=1|Pre-B-cell leukemia transcription factor 1 (Fragment) OS=Homo sapiens GN=PBX1 PE=1 SV=7|Pre-B-cell leukemia transcription factor 1 OS=Homo sapiens GN=PBX1 PE=1 SV=1|Pre-B-cell leukemia transcription factor 1 (Fragment) OS=Homo sapiens GN=PBX1 PE=1 SV=1|Pre-B-cell leukemia transcription factor 1 (Fragment) OS=Homo sapiens GN=PBX1 PE=1 SV=7|Pre-B-cell leukemia transcription factor 1 OS=Homo sapiens GN=PBX1 PE=1 SV=1|Pre-B-cell leukemia transcription factor 2 OS=Homo sapiens GN=PBX2 PE=1 SV=2	PBX1|PBX2	32736.2|40872.8|20089.2|19857.5|39009.8|15747.2|40976.9|11444.8|17504.3|51694.3|51179.2	5.75937	0.00110767	40	40	1	1	0	1	1	126	3.227e+06	3.21574e+06	3.33826e+06	2.99179e+06	2.39725e+06	3.42786e+06	1.96604e+06	293303.0	130832.0	0.0	1.0	0.996512	1.03448	0.927114	0.742874	1.06225	0.609246	0.0908905	0.0405431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	P40429	60S ribosomal protein L13a OS=Homo sapiens GN=RPL13A PE=1 SV=2	RPL13A	30036.0	8.21608	0.0	78	592	182	14	79	101	12	126	1.32054e+09	1.42588e+09	1.46097e+09	1.02479e+09	7.91478e+08	8.89556e+08	4.94269e+08	7.65248e+06	8.42834e+06	0.0	1.0	1.08	1.1066	0.776134	0.599494	0.67364	0.374102	0.00576831	0.00637448	0.0	0.0	0.0360684	0.0291587	0.0261905	0.0240963	0.0384606	0.0576867	0.00350234	0.00400807	0.0
6	P08842	Steryl-sulfatase OS=Homo sapiens GN=STS PE=1 SV=2	STS	71805.3	6.509	0.000710059	44	236	13	8	7	6	6	126	1.33533e+08	1.5866e+08	1.53289e+08	1.33716e+08	7.70141e+07	1.15935e+08	7.19823e+07	2.83875e+06	3.47233e+06	0.0	1.0	1.18772	1.14485	1.00061	0.576741	0.865999	0.539058	0.0214664	0.0260035	0.0	0.0	0.0948988	0.164052	0.140085	0.0719829	0.148905	0.138321	0.0151194	0.0226405	0.0
7	A0A0C4DGB6|H0YA55|P02768	Serum albumin OS=Homo sapiens GN=ALB PE=1 SV=1|Serum albumin (Fragment) OS=Homo sapiens GN=ALB PE=1 SV=1|Serum albumin OS=Homo sapiens GN=ALB PE=1 SV=2	ALB	84697.7|64305.4|85067.0	6.89616	0.0	55	159	10	4	4	5	4	126	1.40715e+08	1.49533e+08	1.38207e+08	1.31053e+08	1.06802e+08	2.38436e+08	8.84954e+07	3.68429e+06	3.5084e+06	0.0	1.0	1.06267	0.984352	0.933735	0.760399	1.70426	0.631018	0.0261827	0.0249327	0.0	0.0	0.240208	0.123186	0.157407	0.226028	0.700165	0.239044	0.0304804	0.00841036	0.0
8	P20645	Cation-dependent mannose-6-phosphate receptor OS=Homo sapiens GN=M6PR PE=1 SV=1	M6PR	34694.9	7.73459	0.0	87	294	19	8	11	8	7	126	2.50917e+08	2.78719e+08	2.62179e+08	2.32522e+08	1.29729e+08	2.00052e+08	1.12402e+08	2.9818e+06	3.54023e+06	0.0	1.0	1.11114	1.04601	0.926627	0.518163	0.800075	0.447128	0.0121412	0.014255	0.0	0.0	0.0625111	0.114768	0.0379998	0.0593165	0.205498	0.230327	0.0148521	0.0186576	0.0
9	P05387	60S acidic ribosomal protein P2 OS=Homo sapiens GN=RPLP2 PE=1 SV=1	RPLP2	13949.5	7.05029	0.0	83	191	7	3	2	5	3	126	9.20714e+07	1.1989e+08	1.14351e+08	8.4485e+07	5.8208e+07	7.42484e+07	5.34251e+07	1.90993e+06	2.09217e+06	0.0	1.0	1.29938	1.2444	0.917603	0.63171	0.806422	0.580257	0.020744	0.0226749	0.0	0.0	0.125502	0.227152	0.0690853	0.081199	0.149576	0.0801982	0.0290445	0.0137804	0.0
10	F8VWS0|P05388	60S acidic ribosomal protein P0 OS=Homo sapiens GN=RPLP0 PE=1 SV=1|60S acidic ribosomal protein P0 OS=Homo sapiens GN=RPLP0 PE=1 SV=1	RPLP0	34503.6|38777.0	8.25251	0.0	87	742	44	14	10	34	14	126	1.12982e+09	1.19467e+09	1.28485e+09	9.54692e+08	6.77309e+08	9.59431e+08	5.0665e+08	1.18261e+07	1.58113e+07	0.0	1.0	1.05744	1.13843	0.844898	0.600686	0.84849	0.449667	0.0104765	0.0138733	0.0	0.0	0.0468333	0.0493753	0.0461187	0.0806115	0.140341	0.104686	0.00929067	0.0146937	0.0
