protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_126	signal_sum_127L	signal_sum_127H	signal_sum_128L	signal_sum_128H	signal_sum_129L	signal_sum_129H	signal_sum_130L	signal_sum_130H	signal_sum_131L	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L	delta_conf_126	delta_conf_127L	delta_conf_127H	delta_conf_128L	delta_conf_128H	delta_conf_129L	delta_conf_129H	delta_conf_130L	delta_conf_130H	delta_conf_131L
1	P30613	Pyruvate kinase PKLR OS=Homo sapiens GN=PKLR PE=1 SV=2	PKLR	66773.9	5.97707	0.0	64	113	50	1	49	1	1	126	4.86322e+06	6.1771e+06	5.5458e+06	4.98125e+06	5.70711e+06	4.83343e+06	4.4527e+06	1410.82	281090.0	0.0	1.0	1.27017	1.14035	1.02427	1.17353	0.993875	0.915586	0.0002901	0.0577992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	P23919	Thymidylate kinase OS=Homo sapiens GN=DTYMK PE=1 SV=4	DTYMK	27642.1	6.80881	0.0	58	224	12	5	4	8	5	126	6.42053e+07	7.2902e+07	6.71837e+07	6.31241e+07	7.65434e+07	5.99212e+07	3.46756e+07	765270.0	467489.0	0.0	1.0	1.13494	1.04717	0.983633	1.18946	0.933276	0.54343	0.0113671	0.00718804	0.0	0.0	0.183644	0.102949	0.200077	0.142848	0.295096	0.258165	0.030575	0.0174624	0.0
3	M0R2A0|Q5UCC4	ER membrane protein complex subunit 10 OS=Homo sapiens GN=EMC10 PE=1 SV=1|ER membrane protein complex subunit 10 OS=Homo sapiens GN=EMC10 PE=1 SV=1	EMC10	40723.2|28703.7	6.46547	0.00743889	30	30	2	1	1	1	1	126	3.22072e+06	5.74022e+06	4.16072e+06	4.91212e+06	5.06106e+06	5.28583e+06	2.99427e+06	48551.8	92100.8	0.0	1.0	1.78228	1.29186	1.52516	1.57141	1.6412	0.92969	0.0150748	0.0285963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	Q9C0H2	Protein tweety homolog 3 OS=Homo sapiens GN=TTYH3 PE=1 SV=3	TTYH3	60310.6	6.28225	0.0	55	163	8	4	4	4	3	126	3.42444e+07	5.47105e+07	5.20862e+07	4.92972e+07	4.67687e+07	4.86708e+07	3.92836e+07	1.17272e+06	1.28397e+06	0.0	1.0	1.59765	1.52101	1.43957	1.36573	1.42128	1.14716	0.0342457	0.0374942	0.0	0.0	0.0303644	0.101446	0.1833	0.109795	0.0808905	0.0415581	0.0794891	0.0749753	0.0
5	A0A087WVV7|A0A087X165|Q9C0H9	SRC kinase-signaling inhibitor 1 (Fragment) OS=Homo sapiens GN=SRCIN1 PE=1 SV=1|SRC kinase-signaling inhibitor 1 OS=Homo sapiens GN=SRCIN1 PE=1 SV=1|SRC kinase signaling inhibitor 1 OS=Homo sapiens GN=SRCIN1 PE=1 SV=3	SRCIN1	111988.0|145563.0|126191.0	5.39443	0.00887497	29	29	2	1	0	2	1	126	1.63771e+06	2.49909e+06	2.40043e+06	2.21053e+06	2.91808e+06	2.57921e+06	2.23242e+06	79267.0	0.0	0.0	1.0	1.52597	1.46573	1.34977	1.78181	1.57489	1.36313	0.0484012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6	Q07960	Rho GTPase-activating protein 1 OS=Homo sapiens GN=ARHGAP1 PE=1 SV=1	ARHGAP1	57336.1	6.05831	0.000382409	48	174	5	4	0	5	4	126	1.82296e+07	2.52095e+07	2.36446e+07	2.30459e+07	2.76827e+07	2.9403e+07	2.02084e+07	744436.0	654103.0	0.0	1.0	1.38358	1.29705	1.2603	1.51513	1.61293	1.10855	0.0408367	0.0358814	0.0	0.0	0.206373	0.254291	0.227806	0.349098	0.356492	0.275262	0.112928	0.10219	0.0
7	C9J2G0|F8W733|Q9NXR7	BRCA1-A complex subunit BRE (Fragment) OS=Homo sapiens GN=BRE PE=1 SV=1|BRCA1-A complex subunit BRE (Fragment) OS=Homo sapiens GN=BRE PE=1 SV=1|BRCA1-A complex subunit BRE OS=Homo sapiens GN=BRE PE=1 SV=2	BRE	18758.5|34700.0|48334.1	6.71638	0.0	52	145	5	3	0	4	2	126	1.68315e+07	2.42467e+07	2.2011e+07	2.17546e+07	2.8893e+07	2.45588e+07	1.90868e+07	355282.0	621894.0	0.0	1.0	1.44056	1.30773	1.2925	1.71661	1.4591	1.134	0.0211082	0.0369483	0.0	0.0	0.33471	0.3435	0.264407	0.244787	0.165295	0.287155	0.101536	0.177731	0.0
8	P40429	60S ribosomal protein L13a OS=Homo sapiens GN=RPL13A PE=1 SV=2	RPL13A	30036.0	7.87825	0.0	76	444	44	11	16	25	9	126	2.61882e+08	4.14155e+08	3.33029e+08	3.06562e+08	3.8573e+08	3.009e+08	2.65225e+08	2.33023e+06	6.9279e+06	0.0	1.0	1.58172	1.27338	1.17097	1.47282	1.15038	1.01256	0.00877736	0.0264995	0.0	0.0	0.0710833	0.0852911	0.0547425	0.0940635	0.095166	0.0486591	0.0133869	0.0237919	0.0
9	P08842	Steryl-sulfatase OS=Homo sapiens GN=STS PE=1 SV=2	STS	71805.3	5.71423	0.0	55	193	7	5	4	3	3	126	2.15941e+07	3.19075e+07	3.12881e+07	3.02547e+07	2.85095e+07	2.31835e+07	2.15021e+07	0.0	539546.0	0.0	1.0	1.4776	1.44892	1.40106	1.32024	1.0736	0.995738	0.0	0.0249858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10	A0A0C4DGB6|B7WNR0|D6RHD5|H0YA55|P02768	Serum albumin OS=Homo sapiens GN=ALB PE=1 SV=1|Serum albumin OS=Homo sapiens GN=ALB PE=1 SV=1|Serum albumin OS=Homo sapiens GN=ALB PE=1 SV=1|Serum albumin (Fragment) OS=Homo sapiens GN=ALB PE=1 SV=1|Serum albumin OS=Homo sapiens GN=ALB PE=1 SV=2	ALB	84697.7|69631.3|64793.7|64305.4|85067.0	7.66383	0.0	76	186	9	3	3	6	3	126	3.97113e+07	4.32583e+07	5.06704e+07	4.31698e+07	6.71765e+07	3.59324e+08	4.65321e+07	4.35785e+06	1.06743e+06	0.0	1.0	1.08951	1.27928	1.08709	1.69265	9.02106	1.1724	0.109776	0.0272982	0.0	0.0	0.251194	0.212919	0.240083	0.271492	2.73698	0.0931948	0.180393	0.0202156	0.0
11	P05387	60S acidic ribosomal protein P2 OS=Homo sapiens GN=RPLP2 PE=1 SV=1	RPLP2	13949.5	6.87926	0.0	59	88	5	2	0	5	2	126	3.1081e+07	7.91643e+07	7.35478e+07	5.44458e+07	8.95839e+07	6.46881e+07	5.93583e+07	852073.0	1.88635e+06	0.0	1.0	2.53675	2.36137	1.74871	2.87846	2.07773	1.90842	0.0274146	0.0604823	0.0	0.0	0.560381	0.510152	0.354583	0.52856	0.352529	0.335533	0.0396098	0.0694715	0.0
12	F8VU65|P05388	60S acidic ribosomal protein P0 (Fragment) OS=Homo sapiens GN=RPLP0 PE=1 SV=1|60S acidic ribosomal protein P0 OS=Homo sapiens GN=RPLP0 PE=1 SV=1	RPLP0	30778.8|38777.0	8.37252	0.0	80	648	79	14	26	53	13	126	6.48676e+08	9.17123e+08	8.20852e+08	7.49031e+08	1.00684e+09	8.28791e+08	6.64958e+08	1.29588e+07	2.06092e+07	0.0	1.0	1.41407	1.26564	1.15555	1.55074	1.27798	1.02441	0.0198967	0.0317199	0.0	0.0	0.0733495	0.0503851	0.0570861	0.10204	0.0941759	0.0643688	0.0164916	0.0248107	0.0
13	P39023	60S ribosomal protein L3 OS=Homo sapiens GN=RPL3 PE=1 SV=2	RPL3	59198.0	7.98159	0.0	91	549	91	13	42	49	12	126	7.70576e+08	1.08897e+09	9.29733e+08	8.66379e+08	1.07648e+09	7.99508e+08	7.02837e+08	9.17064e+06	2.15038e+07	0.0	1.0	1.41302	1.20645	1.12436	1.39606	1.03693	0.91238	0.0118737	0.0280125	0.0	0.0	0.106441	0.0539114	0.0662171	0.0889285	0.0903792	0.0370488	0.00958976	0.0189607	0.0
