protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_126	signal_sum_127L	signal_sum_127H	signal_sum_128L	signal_sum_128H	signal_sum_129L	signal_sum_129H	signal_sum_130L	signal_sum_130H	signal_sum_131L	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L	delta_conf_126	delta_conf_127L	delta_conf_127H	delta_conf_128L	delta_conf_128H	delta_conf_129L	delta_conf_129H	delta_conf_130L	delta_conf_130H	delta_conf_131L
1	A0A087X1N3|O75818|X6RLL4	Ribonuclease P 40kDa subunit, isoform CRA_c OS=Homo sapiens GN=RPP40 PE=1 SV=1|Ribonuclease P protein subunit p40 OS=Homo sapiens GN=RPP40 PE=1 SV=3|Ribonuclease P protein subunit p40 OS=Homo sapiens GN=RPP40 PE=1 SV=1	RPP40	41282.2|47934.1|39979.8	5.36706	0.0021254	37	64	3	2	2	1	1	126	9.5941e+06	7.17749e+06	9.76461e+06	8.91705e+06	9.26542e+06	9.13202e+06	9.8384e+06	147221.0	442210.0	0.0	1.0	0.748115	1.01777	0.92943	0.965741	0.951837	1.02546	0.0153449	0.0460919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	H7BZ20|H7C312|P23919	Thymidylate kinase (Fragment) OS=Homo sapiens GN=DTYMK PE=1 SV=1|Thymidylate kinase (Fragment) OS=Homo sapiens GN=DTYMK PE=1 SV=1|Thymidylate kinase OS=Homo sapiens GN=DTYMK PE=1 SV=4	DTYMK	24960.3|22388.0|27642.1	5.57054	0.0149068	26	26	1	1	0	1	1	126	3.66021e+06	2.18062e+06	2.86871e+06	3.02066e+06	2.90244e+06	2.65034e+06	2.78012e+06	0.0	0.0	0.0	1.0	0.595765	0.783757	0.825271	0.79297	0.724096	0.759552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	M0R2A0|Q5UCC4	ER membrane protein complex subunit 10 OS=Homo sapiens GN=EMC10 PE=1 SV=1|ER membrane protein complex subunit 10 OS=Homo sapiens GN=EMC10 PE=1 SV=1	EMC10	40723.2|28703.7	5.52508	0.00987548	28	28	1	1	1	0	0	126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	H0YE29|Q07960	Rho GTPase-activating protein 1 (Fragment) OS=Homo sapiens GN=ARHGAP1 PE=1 SV=1|Rho GTPase-activating protein 1 OS=Homo sapiens GN=ARHGAP1 PE=1 SV=1	ARHGAP1	43690.8|57336.1	5.25408	0.00309598	36	36	2	1	1	1	1	126	1.00466e+06	881961.0	1.19733e+06	1.45125e+06	1.45867e+06	1.3456e+06	1.39527e+06	0.0	0.0	0.0	1.0	0.877872	1.19178	1.44452	1.4519	1.33936	1.3888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	A0A075B7D2|C9J2G0|F8W733|Q9NXR7	BRCA1-A complex subunit BRE (Fragment) OS=Homo sapiens GN=BRE PE=1 SV=1|BRCA1-A complex subunit BRE (Fragment) OS=Homo sapiens GN=BRE PE=1 SV=1|BRCA1-A complex subunit BRE (Fragment) OS=Homo sapiens GN=BRE PE=1 SV=1|BRCA1-A complex subunit BRE OS=Homo sapiens GN=BRE PE=1 SV=2	BRE	21727.3|18758.5|34700.0|48334.1	5.98803	0.0149068	26	26	1	1	0	1	1	126	571572.0	730867.0	1.22645e+06	968880.0	846082.0	886528.0	669404.0	0.0	0.0	0.0	1.0	1.27869	2.14575	1.69511	1.48027	1.55103	1.17116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6	P40429	60S ribosomal protein L13a OS=Homo sapiens GN=RPL13A PE=1 SV=2	RPL13A	30036.0	5.51411	0.0	52	156	11	4	4	3	3	126	1.65289e+07	1.1483e+07	1.73103e+07	1.58843e+07	2.87366e+07	1.01469e+07	9.08828e+06	30851.9	313951.0	0.0	1.0	0.694722	1.04728	0.961007	1.73857	0.61389	0.549843	0.00186655	0.0189941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7	A0A0C4DGB6|P02768	Serum albumin OS=Homo sapiens GN=ALB PE=1 SV=1|Serum albumin OS=Homo sapiens GN=ALB PE=1 SV=2	ALB	84697.7|85067.0	7.73586	0.0	79	329	37	6	7	12	5	126	1.00791e+08	6.91079e+07	1.15632e+08	9.55805e+07	1.11051e+08	8.64376e+08	1.15919e+08	6.8559e+06	4.23145e+06	800990.0	1.0	0.685458	1.14618	0.949438	1.1019	8.50045	1.14873	0.0679389	0.0414954	0.00740213	0.0	0.122308	0.138302	0.187591	0.0632659	5.0049	0.14286	0.0476655	0.0388462	0.020263
8	P05387	60S acidic ribosomal protein P2 OS=Homo sapiens GN=RPLP2 PE=1 SV=1	RPLP2	13949.5	6.65454	0.0	87	217	11	4	3	8	4	126	3.52232e+07	2.87555e+07	3.53416e+07	2.96176e+07	3.26078e+07	2.89449e+07	5.32918e+07	381065.0	1.6009e+06	0.0	1.0	0.818889	1.0048	0.841953	0.93127	0.826508	1.51295	0.0106793	0.0454501	0.0	0.0	0.154564	0.173651	0.223815	0.216352	0.186095	0.250445	0.0190569	0.0506591	0.0
9	P05388	60S acidic ribosomal protein P0 OS=Homo sapiens GN=RPLP0 PE=1 SV=1	RPLP0	38777.0	5.75985	0.0	63	310	12	7	3	9	6	126	2.86489e+07	2.46582e+07	2.96744e+07	3.04142e+07	3.91053e+07	2.89185e+07	2.73045e+07	482437.0	627538.0	0.0	1.0	0.861304	1.03564	1.05998	1.36486	1.00938	0.95316	0.0165022	0.0220629	0.0	0.0	0.160016	0.164798	0.226539	0.316853	0.206482	0.103998	0.0258758	0.0227871	0.0
10	P02765	Alpha-2-HS-glycoprotein OS=Homo sapiens GN=AHSG PE=1 SV=1	AHSG	43764.6	7.31274	0.0	47	83	6	2	0	6	2	126	3.5809e+07	2.08612e+07	4.21051e+07	3.13556e+07	3.57346e+07	2.5576e+08	4.06106e+07	1.55002e+06	1.86829e+06	63947.6	1.0	0.582568	1.17531	0.878437	0.997624	7.07844	1.13285	0.0459282	0.0521738	0.00175779	0.0	0.0968771	0.177552	0.152834	0.129984	3.41842	0.163554	0.0970578	0.0456545	0.0081278
