protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_126	signal_sum_127L	signal_sum_127H	signal_sum_128L	signal_sum_128H	signal_sum_129L	signal_sum_129H	signal_sum_130L	signal_sum_130H	signal_sum_131L	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L	delta_conf_126	delta_conf_127L	delta_conf_127H	delta_conf_128L	delta_conf_128H	delta_conf_129L	delta_conf_129H	delta_conf_130L	delta_conf_130H	delta_conf_131L
1	P23919	Thymidylate kinase OS=Homo sapiens GN=DTYMK PE=1 SV=4	DTYMK	27642.1	7.62706	0.0	87	572	22	12	6	16	12	126	2.14376e+08	2.21012e+08	2.30185e+08	2.01045e+08	1.81646e+08	1.92593e+08	1.57988e+08	1.10525e+06	964455.0	0.0	1.0	1.03411	1.07532	0.937411	0.854097	0.900797	0.737742	0.00486028	0.00413816	0.0	0.0	0.239706	0.13037	0.132539	0.255659	0.136531	0.150759	0.0161389	0.0162825	0.0
2	H0Y9Y5|Q96PQ7|Q9C0H6	Kelch-like protein 5 (Fragment) OS=Homo sapiens GN=KLHL5 PE=1 SV=1|Kelch-like protein 5 OS=Homo sapiens GN=KLHL5 PE=2 SV=3|Kelch-like protein 4 OS=Homo sapiens GN=KLHL4 PE=1 SV=2	KLHL5|KLHL4	34291.3|93104.4|89356.3	6.06237	0.0159135	24	24	1	1	0	1	1	126	7.57242e+06	9.54165e+06	9.3514e+06	7.96074e+06	8.30203e+06	7.54793e+06	6.6389e+06	377955.0	280366.0	0.0	1.0	1.26005	1.23493	1.05128	1.09635	0.996766	0.876721	0.0499121	0.0370247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	P40429	60S ribosomal protein L13a OS=Homo sapiens GN=RPL13A PE=1 SV=2	RPL13A	30036.0	8.05113	0.0	76	602	40	14	5	34	12	126	3.22871e+08	4.07175e+08	3.43851e+08	2.89094e+08	6.56167e+08	4.62065e+08	3.39678e+08	3.88082e+06	2.38739e+06	409992.0	1.0	1.26073	1.06495	0.893235	2.03326	1.43112	1.05232	0.0114522	0.00706499	0.00117035	0.0	0.0721852	0.0692807	0.0971355	0.303609	0.162856	0.0678844	0.0209052	0.0153106	0.003774
4	A0A0C4DGB6|H0YA55|P02768	Serum albumin OS=Homo sapiens GN=ALB PE=1 SV=1|Serum albumin (Fragment) OS=Homo sapiens GN=ALB PE=1 SV=1|Serum albumin OS=Homo sapiens GN=ALB PE=1 SV=2	ALB	84697.7|64305.4|85067.0	7.24181	0.0	65	155	7	3	2	2	2	126	2.99333e+07	3.80901e+07	2.90648e+07	2.83139e+07	3.95424e+07	6.33198e+07	3.09888e+07	403416.0	462050.0	184339.0	1.0	1.2725	0.970984	0.9459	1.32102	2.11536	1.03526	0.0134772	0.015436	0.00615831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	A8MYQ9|Q9BZG1	Ras-related protein Rab-34, isoform NARR OS=Homo sapiens GN=RAB34 PE=1 SV=2|Ras-related protein Rab-34 OS=Homo sapiens GN=RAB34 PE=1 SV=1	RAB34	33992.3|33836.2	7.48478	0.0	69	484	19	10	3	16	10	126	1.11327e+08	1.27688e+08	1.27891e+08	1.05315e+08	1.13457e+08	1.10367e+08	1.01651e+08	2.25654e+06	1.41236e+06	0.0	1.0	1.14681	1.14975	0.947148	1.02016	0.988684	0.912891	0.0201277	0.0125716	0.0	0.0	0.105495	0.0920017	0.116954	0.149539	0.11182	0.0584815	0.0220617	0.0174668	0.0
6	I3L1H5|Q9BZG8	Diphthamide biosynthesis protein 1 (Fragment) OS=Homo sapiens GN=DPH1 PE=1 SV=1|Diphthamide biosynthesis protein 1 OS=Homo sapiens GN=DPH1 PE=1 SV=2	DPH1	51173.0|52552.8	6.76235	0.000218675	58	297	14	8	3	11	8	126	9.08767e+07	1.07565e+08	9.74926e+07	8.71563e+07	8.94282e+07	9.34012e+07	8.60024e+07	1.38624e+06	567710.0	0.0	1.0	1.18364	1.07133	0.959371	0.989837	1.03143	0.949639	0.015416	0.00621203	0.0	0.0	0.137023	0.133987	0.116624	0.24416	0.236411	0.185805	0.0204507	0.00953441	0.0
7	E7ETU7|H0Y9G6|P09001	39S ribosomal protein L3, mitochondrial OS=Homo sapiens GN=MRPL3 PE=1 SV=1|39S ribosomal protein L3, mitochondrial (Fragment) OS=Homo sapiens GN=MRPL3 PE=1 SV=1|39S ribosomal protein L3, mitochondrial OS=Homo sapiens GN=MRPL3 PE=1 SV=1	MRPL3	49678.4|48460.3|45997.2	7.63284	0.000198255	52	219	9	5	4	5	4	126	1.21785e+08	1.44782e+08	1.25548e+08	1.12386e+08	1.14582e+08	1.24955e+08	1.11313e+08	0.0	197863.0	0.0	1.0	1.18883	1.0309	0.9222	0.940852	1.02603	0.914879	0.0	0.00157473	0.0	0.0	0.115254	0.0712152	0.0723619	0.185469	0.110735	0.0540776	0.0	0.00774632	0.0
8	P53701	Cytochrome c-type heme lyase OS=Homo sapiens GN=HCCS PE=1 SV=1	HCCS	35105.9	7.36816	0.0	102	595	23	11	3	19	9	126	1.9145e+08	2.1609e+08	2.02778e+08	1.89045e+08	1.57061e+08	1.75045e+08	1.62326e+08	4.08209e+06	2.74357e+06	0.0	1.0	1.12969	1.05609	0.985637	0.82101	0.912992	0.846946	0.0205517	0.0137853	0.0	0.0	0.100093	0.141564	0.142558	0.113652	0.115852	0.0788837	0.0457337	0.0311939	0.0
9	F5H658|Q14562	ATP-dependent RNA helicase DHX8 OS=Homo sapiens GN=DHX8 PE=1 SV=1|ATP-dependent RNA helicase DHX8 OS=Homo sapiens GN=DHX8 PE=1 SV=1	DHX8	154880.0|160707.0	7.20381	0.0	82	1118	58	21	33	25	17	126	2.44144e+08	2.70035e+08	2.73379e+08	2.53505e+08	2.56996e+08	2.46538e+08	2.18809e+08	2.49361e+06	2.05829e+06	73334.9	1.0	1.1074	1.12112	1.04089	1.05321	1.01024	0.89847	0.0100084	0.00825845	0.000288015	0.0	0.107585	0.114755	0.119717	0.120308	0.0941093	0.0904974	0.0174255	0.0138951	0.000781388
10	Q14566	DNA replication licensing factor MCM6 OS=Homo sapiens GN=MCM6 PE=1 SV=1	MCM6	103884.0	8.17899	0.0	124	2279	119	44	27	89	41	126	1.2837e+09	1.4674e+09	1.38171e+09	1.14e+09	1.15258e+09	1.18531e+09	1.09602e+09	1.57759e+07	8.60198e+06	1.49955e+06	1.0	1.14209	1.07641	0.887675	0.897924	0.923219	0.853701	0.0122124	0.00660059	0.00110174	0.0	0.0696232	0.0399965	0.0491318	0.0448674	0.0559309	0.0299473	0.0103555	0.00613644	0.0034041
