protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_126	signal_sum_127L	signal_sum_127H	signal_sum_128L	signal_sum_128H	signal_sum_129L	signal_sum_129H	signal_sum_130L	signal_sum_130H	signal_sum_131L	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L	delta_conf_126	delta_conf_127L	delta_conf_127H	delta_conf_128L	delta_conf_128H	delta_conf_129L	delta_conf_129H	delta_conf_130L	delta_conf_130H	delta_conf_131L
1	P30613	Pyruvate kinase PKLR OS=Homo sapiens GN=PKLR PE=1 SV=2	PKLR	66773.9	5.38491	0.0	50	101	15	1	14	1	1	126	2.12506e+06	2.22657e+06	3.16599e+06	2.1705e+06	3.1145e+06	2.02035e+06	2.53304e+06	17935.5	78060.7	0.0	1.0	1.04777	1.48984	1.02138	1.46561	0.950727	1.19198	0.00844	0.0367334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	###REV###Q5VXD3	Reverse sequence, was Sterile alpha motif domain-containing protein 13 OS=Homo sapiens GN=SAMD13 PE=2 SV=1	###SAMD13###	15681.3	5.65164	0.00527506	31	31	1	1	0	1	1	126	6.05749e+06	5.63441e+06	7.0418e+06	6.47457e+06	9.77628e+06	8.37015e+06	5.0507e+06	0.0	150803.0	0.0	1.0	0.930156	1.16249	1.06885	1.61392	1.38179	0.833794	0.0	0.0248953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	P23919	Thymidylate kinase OS=Homo sapiens GN=DTYMK PE=1 SV=4	DTYMK	27642.1	6.18837	0.0	63	220	7	5	0	7	5	126	1.21587e+08	3.21942e+07	3.65751e+07	3.65922e+07	5.86472e+07	4.75341e+07	3.08769e+07	1.94437e+06	1.31968e+06	86623.1	1.0	0.264516	0.299769	0.294956	0.479482	0.385988	0.252406	0.015337	0.0104748	0.000671343	0.0	0.224991	0.28065	0.289663	0.422579	0.38539	0.229779	0.042555	0.032043	0.00282795
4	Q9C0H2	Protein tweety homolog 3 OS=Homo sapiens GN=TTYH3 PE=1 SV=3	TTYH3	60310.6	6.44126	0.0	69	167	5	3	1	4	3	126	6.28814e+07	5.07255e+07	5.97772e+07	5.79313e+07	5.14683e+07	4.78655e+07	3.8427e+07	460622.0	1.26735e+06	0.0	1.0	0.806685	0.950635	0.921278	0.818498	0.761203	0.611102	0.00732525	0.0201546	0.0	0.0	0.0976298	0.138453	0.0790035	0.176904	0.0726011	0.082293	0.0196078	0.0556579	0.0
5	H0YE29|Q07960	Rho GTPase-activating protein 1 (Fragment) OS=Homo sapiens GN=ARHGAP1 PE=1 SV=1|Rho GTPase-activating protein 1 OS=Homo sapiens GN=ARHGAP1 PE=1 SV=1	ARHGAP1	43690.8|57336.1	5.70949	0.00385654	32	32	1	1	0	1	1	126	3.94142e+06	3.16924e+06	2.96652e+06	2.95747e+06	4.9056e+06	4.09292e+06	3.12581e+06	238381.0	0.0	0.0	1.0	0.804087	0.752653	0.750356	1.24463	1.03844	0.793068	0.0604812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6	Q9NXR7	BRCA1-A complex subunit BRE OS=Homo sapiens GN=BRE PE=1 SV=2	BRE	48334.1	6.36015	0.0	56	196	10	5	3	7	4	126	4.12039e+07	3.80171e+07	3.55379e+07	4.05465e+07	5.1092e+07	3.93257e+07	3.26297e+07	1.02975e+06	1.02436e+06	0.0	1.0	0.921342	0.861181	0.984047	1.23848	0.954418	0.788714	0.0253989	0.0242134	0.0	0.0	0.186141	0.209476	0.239123	0.340493	0.1881	0.163265	0.0933749	0.121962	0.0
7	P40429	60S ribosomal protein L13a OS=Homo sapiens GN=RPL13A PE=1 SV=2	RPL13A	30036.0	6.66339	0.0	63	161	19	3	6	9	2	126	5.00915e+07	4.33173e+07	9.41126e+07	6.2538e+07	9.08779e+07	3.16428e+07	2.19575e+07	130061.0	278802.0	0.0	1.0	0.86348	1.86897	1.24305	1.80383	0.631008	0.439948	0.00243334	0.00533746	0.0	0.0	0.116172	0.569207	0.24505	0.48204	0.160719	0.159003	0.00951937	0.02005	0.0
8	P08842	Steryl-sulfatase OS=Homo sapiens GN=STS PE=1 SV=2	STS	71805.3	6.76369	0.00183402	40	203	11	6	4	7	6	126	2.16839e+08	1.24082e+08	1.37166e+08	1.43263e+08	1.29533e+08	1.00346e+08	8.72575e+07	1.44369e+06	3.0651e+06	0.0	1.0	0.570751	0.631935	0.664284	0.601645	0.466598	0.404778	0.00655316	0.013506	0.0	0.0	0.352032	0.395268	0.41886	0.385435	0.347878	0.249066	0.0386928	0.0669429	0.0
9	A0A0C4DGB6|P02768	Serum albumin OS=Homo sapiens GN=ALB PE=1 SV=1|Serum albumin OS=Homo sapiens GN=ALB PE=1 SV=2	ALB	84697.7|85067.0	7.28953	0.0	48	232	13	5	2	9	4	126	9.76742e+07	6.19811e+07	7.86501e+07	7.89967e+07	1.16167e+08	5.2872e+08	7.8394e+07	3.19422e+06	2.17075e+06	384278.0	1.0	0.636702	0.81464	0.816795	1.20944	5.34914	0.808198	0.0325136	0.0221659	0.00373551	0.0	0.315698	0.462764	0.40259	0.683268	4.90541	0.356412	0.0437606	0.0158942	0.0133185
10	P05387	60S acidic ribosomal protein P2 OS=Homo sapiens GN=RPLP2 PE=1 SV=1	RPLP2	13949.5	6.80939	0.0	69	171	8	3	2	6	3	126	6.76723e+07	8.14277e+07	9.36202e+07	8.0898e+07	8.01687e+07	5.72626e+07	8.3785e+07	841801.0	2.2125e+06	0.0	1.0	1.20327	1.38344	1.19544	1.18466	0.84618	1.23846	0.0122538	0.0324968	0.0	0.0	0.40616	0.418583	0.405903	0.371487	0.248943	0.421462	0.0147617	0.0257644	0.0
