protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_126	signal_sum_127L	signal_sum_127H	signal_sum_128L	signal_sum_128H	signal_sum_129L	signal_sum_129H	signal_sum_130L	signal_sum_130H	signal_sum_131L	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L	delta_conf_126	delta_conf_127L	delta_conf_127H	delta_conf_128L	delta_conf_128H	delta_conf_129L	delta_conf_129H	delta_conf_130L	delta_conf_130H	delta_conf_131L
1	P23919	Thymidylate kinase OS=Homo sapiens GN=DTYMK PE=1 SV=4	DTYMK	27642.1	7.58586	0.0	90	475	19	10	4	15	9	126	2.1952e+08	2.16659e+08	2.64313e+08	2.56909e+08	1.71749e+08	1.91882e+08	1.56627e+08	1.65381e+06	3.68006e+06	0.0	1.0	0.989107	1.20607	1.17141	0.783007	0.874708	0.714138	0.00754657	0.0168563	0.0	0.0	0.123632	0.168807	0.111026	0.119058	0.115047	0.106284	0.0118365	0.0321814	0.0
2	P40429	60S ribosomal protein L13a OS=Homo sapiens GN=RPL13A PE=1 SV=2	RPL13A	30036.0	8.35036	0.0	71	568	61	14	15	45	12	126	7.49034e+08	7.49164e+08	1.13074e+09	7.65153e+08	4.70221e+08	6.58758e+08	6.20763e+08	1.04255e+07	2.00447e+07	157387.0	1.0	0.999461	1.5084	1.02177	0.628208	0.880647	0.828468	0.013659	0.0267792	0.0002032	0.0	0.103121	0.117697	0.116295	0.078668	0.103931	0.0617878	0.0140503	0.0178541	0.000746924
3	A0A0C4DGB6|H0YA55|P02768	Serum albumin OS=Homo sapiens GN=ALB PE=1 SV=1|Serum albumin (Fragment) OS=Homo sapiens GN=ALB PE=1 SV=1|Serum albumin OS=Homo sapiens GN=ALB PE=1 SV=2	ALB	84697.7|64305.4|85067.0	7.71917	0.0	63	224	16	6	7	7	5	126	6.6383e+07	6.50367e+07	8.92453e+07	8.11782e+07	7.23516e+07	4.04784e+08	6.41019e+07	2.18843e+06	2.51256e+06	0.0	1.0	0.980557	1.34019	1.21919	1.08961	6.12752	0.964787	0.0330218	0.0375579	0.0	0.0	0.12649	0.213761	0.163155	0.11755	2.18171	0.103166	0.0195294	0.0256313	0.0
4	C9JV77|P02765	Alpha-2-HS-glycoprotein OS=Homo sapiens GN=AHSG PE=1 SV=1|Alpha-2-HS-glycoprotein OS=Homo sapiens GN=AHSG PE=1 SV=1	AHSG	43851.6|43764.6	5.61261	0.00529568	32	32	1	1	0	1	1	126	1.06706e+07	1.14281e+07	1.54569e+07	1.32969e+07	9.18279e+06	5.46272e+07	1.04626e+07	435046.0	482684.0	0.0	1.0	1.07098	1.44854	1.24612	0.860566	5.11939	0.980508	0.0407703	0.0452348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	A8MYQ9|Q9BZG1	Ras-related protein Rab-34, isoform NARR OS=Homo sapiens GN=RAB34 PE=1 SV=2|Ras-related protein Rab-34 OS=Homo sapiens GN=RAB34 PE=1 SV=1	RAB34	33992.3|33836.2	7.13387	0.0	74	377	19	8	5	10	6	126	8.67597e+07	1.0115e+08	1.24667e+08	1.14579e+08	7.59568e+07	9.11494e+07	8.09358e+07	1.11089e+06	2.42039e+06	0.0	1.0	1.16067	1.43073	1.31546	0.869357	1.0483	0.927965	0.0126076	0.0282286	0.0	0.0	0.293741	0.393546	0.286523	0.359983	0.279461	0.253631	0.0255251	0.0380647	0.0
6	I3L1H5|Q9BZG8	Diphthamide biosynthesis protein 1 (Fragment) OS=Homo sapiens GN=DPH1 PE=1 SV=1|Diphthamide biosynthesis protein 1 OS=Homo sapiens GN=DPH1 PE=1 SV=2	DPH1	51173.0|52552.8	6.51684	0.000230521	51	256	11	7	3	7	5	126	5.74613e+07	5.90504e+07	6.94848e+07	6.39762e+07	3.90526e+07	5.78174e+07	5.62618e+07	1.28682e+06	1.77372e+06	0.0	1.0	1.02806	1.20954	1.1148	0.680742	1.00369	0.97648	0.0224518	0.0311926	0.0	0.0	0.0414888	0.108083	0.129419	0.0997016	0.124804	0.114787	0.0416603	0.125291	0.0
7	E7ETU7|H0Y9G6|P09001	39S ribosomal protein L3, mitochondrial OS=Homo sapiens GN=MRPL3 PE=1 SV=1|39S ribosomal protein L3, mitochondrial (Fragment) OS=Homo sapiens GN=MRPL3 PE=1 SV=1|39S ribosomal protein L3, mitochondrial OS=Homo sapiens GN=MRPL3 PE=1 SV=1	MRPL3	49678.4|48460.3|45997.2	6.57469	0.0	53	250	12	7	1	11	6	126	1.93763e+08	2.0765e+08	2.52728e+08	2.45228e+08	1.48118e+08	1.79547e+08	1.54809e+08	3.63389e+06	6.33492e+06	0.0	1.0	1.07268	1.30954	1.27011	0.765345	0.928718	0.800468	0.0187558	0.0327287	0.0	0.0	0.0985787	0.160101	0.155227	0.104644	0.140364	0.126656	0.0183419	0.0144159	0.0
8	P53701	Cytochrome c-type heme lyase OS=Homo sapiens GN=HCCS PE=1 SV=1	HCCS	35105.9	6.78769	0.0	89	396	23	8	9	14	7	126	2.18632e+08	2.35219e+08	2.84047e+08	2.81608e+08	1.43072e+08	2.09192e+08	1.73793e+08	4.66399e+06	6.43508e+06	0.0	1.0	1.07326	1.29976	1.28889	0.654842	0.955636	0.792885	0.0213412	0.0293954	0.0	0.0	0.161566	0.193569	0.185311	0.135781	0.14728	0.111283	0.0314103	0.0321164	0.0
9	Q14562	ATP-dependent RNA helicase DHX8 OS=Homo sapiens GN=DHX8 PE=1 SV=1	DHX8	160707.0	5.61821	0.000230521	51	342	16	7	12	4	4	126	1.55603e+07	1.60784e+07	1.83276e+07	1.83345e+07	2.62305e+07	2.3826e+07	1.46062e+07	82702.9	418302.0	0.0	1.0	1.03329	1.17784	1.17829	1.68573	1.5312	0.938683	0.00531499	0.0268826	0.0	0.0	0.511759	0.691009	0.482827	0.147272	0.43519	0.458714	0.0352756	0.116492	0.0
10	Q14566	DNA replication licensing factor MCM6 OS=Homo sapiens GN=MCM6 PE=1 SV=1	MCM6	103884.0	7.84102	0.0	93	1739	97	41	24	72	37	126	1.26985e+09	1.36978e+09	1.70877e+09	1.47571e+09	9.04502e+08	1.17191e+09	1.08038e+09	1.44393e+07	3.17521e+07	72699.4	1.0	1.07767	1.34537	1.16131	0.712325	0.921032	0.850306	0.0113263	0.0248727	5.55818e-05	0.0	0.0762104	0.102995	0.085237	0.0531966	0.105148	0.0696519	0.00676241	0.0156949	0.000191341
11	Q92597	Protein NDRG1 OS=Homo sapiens GN=NDRG1 PE=1 SV=1	NDRG1	46243.0	7.21314	0.0	65	322	19	7	6	13	7	126	1.13744e+08	1.26915e+08	1.52006e+08	1.56411e+08	1.0041e+08	1.11044e+08	8.97534e+07	2.35809e+06	4.14888e+06	107645.0	1.0	1.11522	1.33958	1.37453	0.88288	0.977261	0.793433	0.0195941	0.0360102	0.00090733	0.0	0.107924	0.122813	0.0980701	0.10271	0.146703	0.178169	0.0526896	0.0830005	0.00434703
12	Q9Y5S2	Serine/threonine-protein kinase MRCK beta OS=Homo sapiens GN=CDC42BPB PE=1 SV=2	CDC42BPB	223688.0	6.31281	0.0	73	690	28	12	16	12	10	126	1.16511e+08	1.30886e+08	1.4855e+08	1.36912e+08	9.61938e+07	1.12674e+08	1.02333e+08	3.11443e+06	3.9071e+06	387499.0	1.0	1.12251	1.27354	1.17538	0.823377	0.967397	0.878817	0.0261112	0.0321131	0.00325232	0.0	0.135075	0.212783	0.131996	0.0986597	0.107792	0.113165	0.025768	0.119499	0.0125172
13	P19075	Tetraspanin-8 OS=Homo sapiens GN=TSPAN8 PE=1 SV=1	TSPAN8	29689.9	6.9828	0.0	61	132	5	3	0	5	3	126	1.15309e+08	1.34357e+08	1.68971e+08	1.62592e+08	7.73821e+07	9.56874e+07	8.71173e+07	1.07284e+06	2.78154e+06	0.0	1.0	1.16556	1.46538	1.41006	0.671087	0.829837	0.755514	0.0093041	0.0241225	0.0	0.0	0.167125	0.226987	0.197376	0.211824	0.34066	0.194541	0.0122359	0.0103643	0.0
14	Q8WUF5	RelA-associated inhibitor OS=Homo sapiens GN=PPP1R13L PE=1 SV=4	PPP1R13L	94648.6	6.79952	0.0	87	919	28	18	2	26	18	126	2.64359e+08	2.54288e+08	3.60144e+08	3.04731e+08	2.17074e+08	2.2525e+08	2.11118e+08	6.04165e+06	7.24457e+06	0.0	1.0	0.963565	1.34829	1.15343	0.822202	0.853455	0.798754	0.0219123	0.0269978	0.0	0.0	0.084614	0.661302	0.0729066	0.0668735	0.0893638	0.0613061	0.0460691	0.0461177	0.0
15	H3BTR4|Q96BT3	Centromere protein T OS=Homo sapiens GN=CENPT PE=1 SV=1|Centromere protein T OS=Homo sapiens GN=CENPT PE=1 SV=2	CENPT	59281.3|64566.6	5.43519	0.0	71	93	2	2	0	2	2	126	7.05358e+06	7.2202e+06	9.19618e+06	8.61912e+06	6.51381e+06	7.2879e+06	5.92385e+06	163459.0	309761.0	0.0	1.0	1.02362	1.30376	1.22195	0.923476	1.03322	0.839837	0.0231738	0.0439155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
